,Unnamed: 0,label_norm,speaker,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,twitter_handle,followers_norm,tweets_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words,cred_vector,label_bin
2668,2668,1.5179081507326035,rob-portman,"Says the State Department spent $630,000 to get 2 million Facebook Likes.",deficit,Ohio,republican,-0.6758084483999761,-0.542845968542679,-0.4000767242916124,-0.3716146939334131,-0.4504864199463114,robportman,-0.44724872669310745,-0.3152039957775683,say state depart spent get million facebook like,"[0.0, 0.737, 0.263, 0.3612]",0,0.3612,2668,7,0.6999335289001465,million bill democrat republican sinc would feder first state time,[-0.315204    1.51790815  0.3612      0.69993353],6
2669,2669,0.055524101134036455,barack-obama,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.","candidates-biography,education,state-budget",Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,romney first budget massachusetts cut million k educ,"[0.259, 0.741, 0.0, -0.2732]",0,-0.2732,2669,7,0.6233708262443542,million bill democrat republican sinc would feder first state time,[ 0.33043285  0.0555241  -0.2732      0.62337083],4
2670,2670,0.055524101134036455,barack-obama,We now have our kids go to school about a month less than most other advanced countries.,education,Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,kid go school month le advance country,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2670,5,0.6999678611755371,year state last highest american percent citi rate school budget,[0.33043285 0.0555241  0.         0.69996786],4
2671,2671,0.6404777209734632,richard-burr,I had the longest judicial vacancy in the history of the United States.,"candidates-biography,history,job-accomplishments,legal-issues,supreme-court",North Carolina,republican,-0.8051758283640578,-0.7105870217294856,-0.621310789344505,-0.5897777836184335,-0.5252351519486811,SenatorBurr,-0.4431301228685475,-0.5306823910896616,longest judicial vacant histori unit state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2671,5,0.5499719977378845,year state last highest american percent citi rate school budget,[-0.53068239  0.64047772  0.          0.549972  ],5
2672,2672,1.5179081507326035,chet-edwards,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""","candidates-biography,elections,message-machine",Texas,democrat,-0.8051758283640578,-0.6434906004547629,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,ChetEdwards,-0.447877027427068,-0.7809973070315309,republican challeng bill flare never vote general elect district,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2672,7,0.3450276255607605,million bill democrat republican sinc would feder first state time,[-0.78099731  1.51790815  0.          0.34502763],6
2673,2673,0.6404777209734632,rick-scott,Says the high-speed rail project provides short-term jobs.,"jobs,stimulus,transportation",Florida,republican,0.4022530513007041,0.06102182292982496,0.1972552513511978,0.13016041234213355,-0.0019940279320932,SenRickScott,-0.4399919085657886,0.15421811970866267,say high speed rail project provid short term job,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2673,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[0.15421812 0.64047772 0.         0.1       ],5
2674,2674,-0.2369527087856769,donald-trump,"As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist.","candidates-biography,ethics",New York,republican,1.9115391508816564,3.1139089909297057,0.4848595359199583,0.19560933924763965,4.03443750019587,realDonaldTrump,1.4568784655349833,2.2356276512531306,legis marco rubio flip key vote make quick sell hous mother bill lobbyist,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2674,9,0.6999696493148804,budget billion vote right bill american democrat state sent spend,[ 2.23562765 -0.23695271  0.          0.69996965],3
2675,2675,-0.2369527087856769,don-gaetz,Says he fought for the repeal of a septic tank inspection program after Tallahassee pulled a fast one.,"environment,message-machine-2012",Florida,republican,-0.7620533683760305,-0.7105870217294856,-0.5770639763339265,-0.5897777836184335,-0.5252351519486811,DonGaetz,-0.4478862313290858,-0.8035684693562399,say fought repeal septic tank inspect program tallahassee pull fast one,"[0.187, 0.813, 0.0, -0.3182]",0,-0.3182,2675,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.80356847 -0.23695271 -0.3182      0.1       ],3
2676,2676,-0.2369527087856769,bill-clinton,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.,"economy,job-accomplishments,jobs,poverty,workers",Arkansas,democrat,-0.6326859884119489,-0.6434906004547629,-0.3779533177863231,-0.3716146939334131,-0.300988955941572,BillClinton,-0.09732032554453764,-0.7420965256616144,one hundi time mani peopl work way poverty american middle class presid compar ronald reagan presid,"[0.18, 0.82, 0.0, -0.5106]",0,-0.5106,2676,3,0.7075664401054382,presid peopl every obama america half offic barack money cost,[-0.74209653 -0.23695271 -0.5106      0.70756644],3
2677,2677,0.6404777209734632,tim-ryan,We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.,"economy,infrastructure,jobs",Ohio,democrat,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.5025125477444253,-0.4504864199463114,TimRyan,-0.4472542616857298,-0.5277793477038469,trillion trillion infrastructure deficit weve got work need get done weve got peopl want go work,"[0.15, 0.778, 0.072, -0.34]",0,-0.34,2677,3,0.61998450756073,presid peopl every obama america half offic barack money cost,[-0.52777935  0.64047772 -0.34        0.61998451],5
2678,2678,-1.4068599484645308,scott-walker,Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.,"jobs,labor",Wisconsin,republican,0.3160081313246496,0.6648896144023289,0.06451481231946221,0.26105826615314576,0.2970009000773856,ScottWalker,-0.4389741973794483,0.2683077247711789,job involv minimum wage overwhelm job young peopl start workforce,"[0.159, 0.841, 0.0, -0.1779]",0,-0.1779,2678,3,0.5499695539474487,presid peopl every obama america half offic barack money cost,[ 0.26830772 -1.40685995 -0.1779      0.54996955],2
2679,2679,-1.4068599484645308,donald-trump,"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.",iraq,New York,republican,1.9115391508816564,3.1139089909297057,0.4848595359199583,0.19560933924763965,4.03443750019587,realDonaldTrump,1.4568784655349833,2.2356276512531306,among earliest critic rush war iraq yes even war ever start,"[0.505, 0.357, 0.138, -0.802]",-1,-0.802,2679,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[ 2.23562765 -1.40685995 -0.802       0.1       ],2
2680,2680,-1.4068599484645308,lee-holloway,The City of Milwaukee uses the building inspection area as a revenue base.,city-budget,Wisconsin,none,-0.7620533683760305,-0.6434906004547629,-0.6434341958497943,-0.5897777836184335,-0.4504864199463114,icqheretic,-0.4478838591893905,-0.8033507411023039,citi milwaukee us build inspect area revenu base,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2680,5,0.5499719977378845,year state last highest american percent citi rate school budget,[-0.80335074 -1.40685995  0.          0.549972  ],2
2681,2681,-0.2369527087856769,mitt-romney,College tuition costs have risen by 25 percent under the Democrats.,"education,message-machine-2012",Massachusetts,republican,0.6609878112288673,0.3629557186660769,0.6397233814569832,0.10834410337363154,0.8949907560963432,MittRomney,-0.3853774721618848,-0.6726412126559986,college tuition cost risen percent democrat,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2681,0,0.3206465244293213,percent want said republican increas company wisconsin citi plan text,[-0.67264121 -0.23695271  0.          0.32064652],3
2682,2682,0.6404777209734632,elizabeth-warren,Says Donald Trumps position isto roll back all of the financial regulations passed after the financial crisis.,financial-regulation,Massachusetts ,democrat,-0.8051758283640578,-0.7105870217294856,-0.5770639763339265,-0.5461451656814293,-0.5252351519486811,SenWarren,-0.28978786491702896,-0.4984586095071189,say donald trump posit isto roll back financi regul pass financi crisi,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2682,1,0.5499899983406067,support obama american never would trump educ creat obamacare candid,[-0.49845861  0.64047772  0.          0.54999   ],5
2683,2683,-1.4068599484645308,mitt-romney,"Says Barack Obama said, If we keep talking about the economy, were going to lose.","economy,message-machine-2012",Massachusetts,republican,0.6609878112288673,0.3629557186660769,0.6397233814569832,0.10834410337363154,0.8949907560963432,MittRomney,-0.3853774721618848,-0.6726412126559986,say barack obama said keep talk economi go lose,"[0.252, 0.748, 0.0, -0.4019]",0,-0.4019,2683,4,0.5387932062149048,percent obama text barack million nation presid rate sinc debt,[-0.67264121 -1.40685995 -0.4019      0.53879321],1
2684,2684,-1.4068599484645308,david-dewhurst,Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.,"candidates-biography,corrections-and-updates",Texas,republican,-0.4601961484598401,-0.44220133663059497,-0.4222001307969017,-0.5025125477444253,-0.1514914919368326,DavidHDewhurst,-0.4474910012273203,-0.6825841362524139,wend david fund raiser chicago intern socialist organ,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2684,6,0.5499775409698486,health care plan fund immigra american cost govern feder peopl,[-0.68258414 -1.40685995  0.          0.54997754],1
2685,2685,-0.2369527087856769,rick-scott,We have the highest funding in (the) K-12 system in the history of the state.,"education,state-budget",Florida,republican,0.4022530513007041,0.06102182292982496,0.1972552513511978,0.13016041234213355,-0.0019940279320932,SenRickScott,-0.4399919085657886,0.15421811970866267,highest fund k system histori state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2685,5,0.5729595422744751,year state last highest american percent citi rate school budget,[ 0.15421812 -0.23695271  0.          0.57295954],3
2686,2686,-1.4068599484645308,donald-trump,Says Ted Cruzsaid I was in favor in Libya. I never discussed that subject.,foreign-policy,New York,republican,1.9115391508816564,3.1139089909297057,0.4848595359199583,0.19560933924763965,4.03443750019587,realDonaldTrump,1.4568784655349833,2.2356276512531306,say ted cruzsaid favor libya never discuss subject,"[0.0, 0.722, 0.278, 0.4019]",0,0.4019,2686,1,0.5499931573867798,support obama american never would trump educ creat obamacare candid,[ 2.23562765 -1.40685995  0.4019      0.54999316],1
2687,2687,0.055524101134036455,jennifer-granholm,"With the auto rescue, President Barack Obama saved more than 1 million middle-class jobs all across America, including more than 28,000 in Wisconsin.","federal-budget,jobs,transportation,workers",Michigan,democrat,-0.7620533683760305,-0.7105870217294856,-0.5770639763339265,-0.5679614746499314,-0.5252351519486811,JenGranholm,-0.4445588784212887,0.7200212756039405,auto rescue presid barack obama save million middle class job across america includ wisconsin,"[0.0, 0.649, 0.351, 0.7579]",0,0.7579,2687,3,0.6205305457115173,presid peopl every obama america half offic barack money cost,[0.72002128 0.0555241  0.7579     0.62053055],4
2688,2688,0.055524101134036455,reince-priebus,Says Barack Obama has the worst record of any president when it comes to putting America deeper in debt.,"debt,history",Wisconsin,republican,-0.7189309083880033,-0.3080084940811497,-0.4664469438074802,-0.5461451656814293,-0.4504864199463114,Reince,-0.4182451123237265,-0.019311298678408792,say barack obama worst record presid come put america deeper debt,"[0.423, 0.577, 0.0, -0.765]",0,-0.765,2688,4,0.5677417516708374,percent obama text barack million nation presid rate sinc debt,[-0.0193113   0.0555241  -0.765       0.56774175],4
2689,2689,-0.2369527087856769,mitt-romney,"In June, jobless ranks were higher in nearly 90 percent of U.S. cities.","economy,jobs,message-machine-2012",Massachusetts,republican,0.6609878112288673,0.3629557186660769,0.6397233814569832,0.10834410337363154,0.8949907560963432,MittRomney,-0.3853774721618848,-0.6726412126559986,june jobless rank higher near percent u citi,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2689,0,0.6999853253364563,percent want said republican increas company wisconsin citi plan text,[-0.67264121 -0.23695271  0.          0.69998533],3
2690,2690,1.5179081507326035,barack-obama,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",energy,Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,could save oil talk get drill everybody inflate tire get regular tune up,"[0.0, 0.789, 0.211, 0.4939]",0,0.4939,2690,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[0.33043285 1.51790815 0.4939     0.1       ],6
2691,2691,-1.4068599484645308,allen-west,EPA wants to regulate the family BBQ.,"environment,food-safety,government-regulation",Florida,republican,-0.5464410684358946,-0.4086531259932336,-0.5770639763339265,-0.5897777836184335,-0.2262402239392023,AllenWest,-0.42405593734985175,0.1974008900726558,epa want regul famili bbq,"[0.0, 0.755, 0.245, 0.0772]",0,0.0772,2691,0,0.5499907732009888,percent want said republican increas company wisconsin citi plan text,[ 0.19740089 -1.40685995  0.0772      0.54999077],2
2692,2692,-1.4068599484645308,mitt-romney,"He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens.","afghanistan,iraq",Massachusetts,republican,0.6609878112288673,0.3629557186660769,0.6397233814569832,0.10834410337363154,0.8949907560963432,MittRomney,-0.3853774721618848,-0.6726412126559986,obama done sever thing well thing place chang view campaign instance left troop iraq success boost effort afghanistan right cours take close guantanamo thank heaven,"[0.0, 0.583, 0.417, 0.9231]",0,0.9231,2692,8,0.5037099719047546,vote world take year time state candid spend republican fund,[-0.67264121 -1.40685995  0.9231      0.50370997],2
2693,2693,1.5179081507326035,tim-grendell,"In Senate Bill 5, there is this new method of evaluating teachers. Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.","education,labor",Ohio,republican,-0.8051758283640578,-0.6770388110921243,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,TimGrendell,-0.4478908174658301,-0.8035684693562399,sent bill new method eval teacher your also go rate parent think send questionnaire survey home parent,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2693,9,0.7749656438827515,budget billion vote right bill american democrat state sent spend,[-0.80356847  1.51790815  0.          0.77496564],6
2694,2694,1.5179081507326035,barack-obama,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.,iraq,Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,obama say clinton suggest connect al maida iraqi govern,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2694,2,0.6999526619911194,administr year govern peopl time obama offic nation last said,[0.33043285 1.51790815 0.         0.69995266],6
2695,2695,0.055524101134036455,hillary-clinton,Says comprehensive immigration reform will add $700 billion to our economy.,"economy,immigration",New York,democrat,0.9197225711570304,0.2623110867539929,0.8830808530151649,1.0464453890192191,-0.0019940279320932,HillaryClinton,0.3273927842085046,-0.0121262662985175,say comprehend immigra reform add billion economi,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2695,6,0.699962854385376,health care plan fund immigra american cost govern feder peopl,[-0.01212627  0.0555241   0.          0.69996285],4
2696,2696,1.5179081507326035,barack-obama,Our businesses have created jobs every single month since (Obamacare) became law.,"economy,health-care,jobs",Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,busi creat job every singl month sinc obamacare became law,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2696,1,0.4133417010307312,support obama american never would trump educ creat obamacare candid,[0.33043285 1.51790815 0.         0.4133417 ],6
2697,2697,0.6404777209734632,hillary-clinton,Says Bernie Sanders voted for regime change with respect to Libya.,"debates,foreign-policy,terrorism",New York,democrat,0.9197225711570304,0.2623110867539929,0.8830808530151649,1.0464453890192191,-0.0019940279320932,HillaryClinton,0.3273927842085046,-0.0121262662985175,say bernie sander vote regim chang respect libya,"[0.0, 0.693, 0.307, 0.4767]",0,0.4767,2697,8,0.5499826073646545,vote world take year time state candid spend republican fund,[-0.01212627  0.64047772  0.4767      0.54998261],5
2698,2698,-0.2369527087856769,tammy-baldwin,Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.,elections,Wisconsin,democrat,-0.5895635284239217,-0.542845968542679,-0.4885703503127695,-0.5243288567129273,-0.5252351519486811,tammybaldwin,-0.4463512988035833,-0.4613722302533366,democrat fail flip wisconsin state sent recal elect deepest red district state,"[0.241, 0.759, 0.0, -0.5423]",0,-0.5423,2698,7,0.4595406353473663,million bill democrat republican sinc would feder first state time,[-0.46137223 -0.23695271 -0.5423      0.45954064],3
2699,2699,0.6404777209734632,bob-goodlatte,TheHousebudget plan proposes the largest discretionary spending cut in history.,"federal-budget,history",Virginia,republican,-0.8051758283640578,-0.6770388110921243,-0.5549405698286373,-0.5461451656814293,-0.5252351519486811,RepGoodlatte,-0.4436362742224649,-0.34916960339159986,thehousebudget plan propos largest discretionary spend cut histori,"[0.231, 0.769, 0.0, -0.2732]",0,-0.2732,2699,6,0.3666458129882813,health care plan fund immigra american cost govern feder peopl,[-0.3491696   0.64047772 -0.2732      0.36664581],5
2700,2700,-0.2369527087856769,paul-sadler,Ted Cruz is unknown to the vast majority of Texans.,"candidates-biography,polls",Texas,democrat,-0.7620533683760305,-0.7105870217294856,-0.621310789344505,-0.5679614746499314,-0.4504864199463114,sadlerimages,-0.4477925792539155,-0.38066762412768895,ted cruz unknown vast major texan,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2700,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.38066762 -0.23695271  0.          0.1       ],3
2701,2701,0.055524101134036455,frank-brogan,"Says Anthropology is a STEM (science, technology, engineering, math) field.","education,science",Florida,republican,-0.8051758283640578,-0.7105870217294856,-0.621310789344505,-0.6115940925869354,-0.5252351519486811,FrankNutr,-0.4478882555549592,-0.8021169476633326,say anthropology stem science technolog engin math field,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2701,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.80211695  0.0555241   0.          0.1       ],4
2702,2702,1.5179081507326035,john-cornyn,Congressional Budget Office says 8 (percent) unemployment till 2014!,"economy,jobs",Texas,republican,-0.5895635284239217,-0.6099423898174016,-0.5106937568180587,-0.5679614746499314,-0.4504864199463114,JohnCornyn ‏,-0.4415112165978315,1.4608053715791969,congressional budget offic say percent unemploy till,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2702,0,0.3234359323978424,percent want said republican increas company wisconsin citi plan text,[1.46080537 1.51790815 0.         0.32343593],6
2703,2703,-1.4068599484645308,donald-trump,Says top Clinton advisers were pressing birther movement stories very hard.,obama-birth-certificate,New York,republican,1.9115391508816564,3.1139089909297057,0.4848595359199583,0.19560933924763965,4.03443750019587,realDonaldTrump,1.4568784655349833,2.2356276512531306,say top clinton advis press birther movement story hard,"[0.137, 0.686, 0.176, 0.1027]",0,0.1027,2703,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[ 2.23562765 -1.40685995  0.1027      0.1       ],2
2704,2704,0.055524101134036455,celia-israel,"When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.","education,state-budget,state-finances",Texas,democrat,-0.8051758283640578,-0.7105870217294856,-0.621310789344505,-0.6115940925869354,-0.4504864199463114,CeliaIsrael,-0.4476760597520825,-0.4949749574441413,adjust inflate text per student spend remain relat flat past year despit trend text school receiv le per student,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2704,4,0.6324958205223083,percent obama text barack million nation presid rate sinc debt,[-0.49497496  0.0555241   0.          0.63249582],4
2705,2705,-1.4068599484645308,barack-obama,My position hasnt changed on using executive authority to address immigration issues.,"immigration,legal-issues",Illinois,democrat,2.2133963707978466,1.6713359335231688,2.896310844996488,2.944464269278895,0.14750343607264618,BarackObama,2.908789232926601,0.33043285322761273,posit haunt chang use execut author address immigra issu,"[0.252, 0.748, 0.0, -0.4019]",0,-0.4019,2705,6,0.5499842762947083,health care plan fund immigra american cost govern feder peopl,[ 0.33043285 -1.40685995 -0.4019      0.54998428],2
2706,2706,-1.4068599484645308,scott-walker,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle. When the car was extricated from the crowd, a truck blocked a second exit.","labor,state-budget,unions",Wisconsin,republican,0.3160081313246496,0.6648896144023289,0.06451481231946221,0.26105826615314576,0.2970009000773856,ScottWalker,-0.4389741973794483,0.2683077247711789,protest la cross block exit surround state patrol car carry governor beat window rock vehicle car extra crowd truck block second exit,"[0.291, 0.709, 0.0, -0.7783]",0,-0.7783,2706,5,0.5499720573425293,year state last highest american percent citi rate school budget,[ 0.26830772 -1.40685995 -0.7783      0.54997206],2
2707,2707,1.5179081507326035,ron-wyden,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,"congress,education,federal-budget",Oregon,democrat,-0.8051758283640578,-0.6770388110921243,-0.6434341958497943,-0.5461451656814293,-0.5252351519486811,RonWyden,-0.4338532538337736,-0.19509057568948665,oregon school receiv million dollar per year feder school lunch assist yet requir spend money almost anywhere oregon,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2707,8,0.6348947882652283,vote world take year time state candid spend republican fund,[-0.19509058  1.51790815  0.          0.63489479],6
2708,2708,1.5179081507326035,hillary-clinton,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",immigration,New York,democrat,0.9197225711570304,0.2623110867539929,0.8830808530151649,1.0464453890192191,-0.0019940279320932,HillaryClinton,0.3273927842085046,-0.0121262662985175,almost half million peopl still elim data particular asian american pacify island community,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2708,7,0.4377215206623077,million bill democrat republican sinc would feder first state time,[-0.01212627  1.51790815  0.          0.43772152],6
2709,2709,0.055524101134036455,tim-kaine,"First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.","economy,government-regulation,income,labor,poverty,small-business,wealth,workers",Virginia,democrat,-0.4601961484598401,-0.6099423898174016,-0.3115830982704553,-0.28434945805940504,-0.5252351519486811,timkaine,-0.4166006818298891,-0.08818600300686166,first donald trump said wage high donald trump mike penny think ought elimi feder minimum wage,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2709,7,0.5246830582618713,million bill democrat republican sinc would feder first state time,[-0.088186    0.0555241   0.          0.52468306],4
2710,2710,-0.2369527087856769,dave-aronberg,Dan Gelbers employment by BPs law firm could disqualify him from representing Florida against BP as Attorney General.,"candidates-biography,legal-issues,oil-spill",Florida,democrat,-0.7620533683760305,-0.7105870217294856,-0.621310789344505,-0.6115940925869354,-0.5252351519486811,aronberg,-0.4476998444060941,-0.4648558823163142,dan lelber employ bps law firm could disqualify repres florida bp attorney general,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2710,0,0.10000000149011612,percent want said republican increas company wisconsin citi plan text,[-0.46485588 -0.23695271  0.          0.1       ],3
2711,2711,-1.4068599484645308,dan-kapanke,Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.,"labor,state-budget",Wisconsin,republican,-0.8051758283640578,-0.7105870217294856,-0.6434341958497943,-0.6115940925869354,-0.3757376879439417,DanKapanke,-0.4478642495012427,-0.7321536020651993,say protest wisconsin state capitol night state sent pass collect bargain chang damag windshield car,"[0.119, 0.774, 0.107, -0.0516]",0,-0.0516,2711,5,0.628315269947052,year state last highest american percent citi rate school budget,[-0.7321536  -1.40685995 -0.0516      0.62831527],1
2712,2712,-1.4068599484645308,michele-bachmann,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases.","small-business,taxes",Minnesota,republican,-0.4601961484598401,0.02747361229246363,-0.5106937568180587,-0.5243288567129273,0.6707445600892341,MicheleBachmann,-0.4399521831330248,-0.4932331314126525,small busi gross sale busi theyr one look massive tax increas,"[0.237, 0.763, 0.0, -0.4767]",0,-0.4767,2712,0,0.5499559640884399,percent want said republican increas company wisconsin citi plan text,[-0.49323313 -1.40685995 -0.4767      0.54995596],1
2713,2713,0.055524101134036455,rick-perry,Michael Dukakis created jobs three times faster than Mitt Romney.,jobs,Texas,republican,0.4884979712767584,0.29585929739135425,0.2857488773723549,-0.10981898631138877,0.8202420240939734,GovernorPerry,-0.4366916613075764,-0.5439638145797637,michael dubai creat job three time faster mitt romney,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2713,2,0.6999562978744507,administr year govern peopl time obama offic nation last said,[-0.54396381  0.0555241   0.          0.6999563 ],4
2714,2714,-1.4068599484645308,dan-flynn,Our children do not spend any time in school learning about our own U.S. Constitution.,education,Texas,republican,-0.7620533683760305,-0.7105870217294856,-0.6434341958497943,-0.6115940925869354,-0.4504864199463114,DanFlynn,-0.44708818027852987,0.12794557706704,child spend time school learn u constitute,"[0.0, 1.0, 0.0, 0.0]",0,0.0,2714,8,0.7749550342559814,vote world take year time state candid spend republican fund,[ 0.12794558 -1.40685995  0.          0.77495503],1
2715,2715,0.6404777209734632,scott-walker,"Says Hillary Clintons rejection of efforts to make it easier to vote and harder to cheat not only defies logic, but the will of the majority of Americans.",elections,Wisconsin,republican,0.3160081313246496,0.6648896144023289,0.06451481231946221,0.26105826615314576,0.2970009000773856,ScottWalker,-0.4389741973794483,0.2683077247711789,say hillary clinton reject effort make easier vote harder cheat defi logic major american,"[0.292, 0.564, 0.144, -0.4404]",0,-0.4404,2715,9,0.6999528408050537,budget billion vote right bill american democrat state sent spend,[ 0.26830772  0.64047772 -0.4404      0.69995284],5
2716,2716,-1.4068599484645308,joe-walsh,"Every time weve cut taxes, revenues have gone up, the economy has grown.","economy,federal-budget,taxes,abc-news-week",Illinois,republican,-0.8051758283640578,-0.6770388110921243,-0.6434341958497943,-0.6115940925869354,-0.5252351519486811,WalshFreedom,-0.4427042130933895,3.6856252463829087,every time weve cut tax revenu gone economi grown,"[0.208, 0.792, 0.0, -0.2732]",0,-0.2732,2716,3,0.6999091506004333,presid peopl every obama america half offic barack money cost,[ 3.68562525 -1.40685995 -0.2732      0.69990915],2
2717,2717,-1.4068599484645308,marco-rubio,Says that President Barack Obama said an attack on Syria was going to be a pinprick.,"foreign-policy,military",Florida,republican,0.6178653512408401,0.09457003356718628,0.06451481231946221,0.15197672131063558,-0.1514914919368326,marcorubio,-0.3248870875900877,-0.005666994765079874,say presid barack obama said attack syria go pinprick,"[0.279, 0.721, 0.0, -0.4767]",0,-0.4767,2717,4,0.6354857683181763,percent obama text barack million nation presid rate sinc debt,[-0.00566699 -1.40685995 -0.4767      0.63548577],2
2718,2718,0.055524101134036455,jim-renacci,"Raising taxes on investment income has actually lowered the revenue received from the tax, while cutting capital gains tax rates has increased revenue.",taxes,Ohio,republican,-0.5895635284239217,-0.6099423898174016,-0.5549405698286373,-0.5897777836184335,-0.4504864199463114,JimRenacci,-0.4475591923364277,-0.5796712482252839,rais tax invest incom actual lower revenu receiv tax cut capit gain tax rate increas revenu,"[0.208, 0.628, 0.164, 0.0258]",0,0.0258,2718,3,0.6999476552009583,presid peopl every obama america half offic barack money cost,[-0.57967125  0.0555241   0.0258      0.69994766],4
2719,2719,-0.2369527087856769,mitch-mcconnell,A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.,health-care,Kentucky,republican,-0.5033186084478674,-0.5092977579053176,-0.5328171633233479,-0.4588799298074213,-0.5252351519486811,senatemajldr ‏,-0.4202661753441183,-0.5430929015640193,public option health care would end privat insur privat insur peopl abl compet govern option,"[0.0, 0.814, 0.186, 0.4939]",0,0.4939,2719,6,0.5610432624816895,health care plan fund immigra american cost govern feder peopl,[-0.5430929  -0.23695271  0.4939      0.56104326],3
