,clean,sentiment,polarity
3977,text rank third teen pregnant repeat teen pregnant,0.0,0
3978,obama flush cash return wall street even money wall street sure support presid obama,-0.5,-1
3979,spent month put togeth sanction iran could forc negotia table,0.0,0
3980,reagan era richest american top incom tax rate cut half,-0.5,-1
3981,sen obama work deepest issu success bipartisan way,0.30000001192092896,1
3982,say edward snowmen could gotten protect whistleblower,0.699999988079071,1
3983,say mitt romney suggest employ abl make decis whether woman get contracept insur coverage,0.20000000298023224,0
3984,last year medicaid fraud control unit virginia alon recov million,-0.8999999761581421,-1
3985,jack berry vote plan cut million school,0.20000000298023224,0
3986,say republican parti platform say pull back even rule campaign financ reform get rid mccain feingold democrat parti platform say want find way put fair rule campaign financ reform,-0.20000000298023224,0
3987,washington debat crack big wall street bank ive pass legis,0.699999988079071,1
3988,joe straps receiv percent rate naval nation abort reproduce right action leagu,-0.699999988079071,-1
3989,governor tuition skyrocket stop cap froze college tuition,-0.699999988079071,-1
3990,deal county cut money general fund budget local govern atlanta metro region,-0.10000000149011612,0
3991,say gov scott walker sign abort sex educ discrimin bill secret,-0.5,-1
3992,rubio tax swap propos would massive tax increas,0.0,0
3993,say mayor job make sure somebody tri build set water treatment plant cure u cryptosporidium dont dont say yes even ch hill want u,0.10000000149011612,0
3994,eight percent oil discov discov deep gulf mexico,0.30000001192092896,1
3995,biggest drop rate unemploy state,0.0,0
3996,state state poll make clear american public understand kilo rule disas,0.4000000059604645,1
3997,say pass bill stop military requir wound soldier pay meal phone call,-0.30000001192092896,-1
3998,say rick peri propos bint health insur program mexico,0.5,1
3999,generat averag start career they four year college debt,0.10000000149011612,0
4000,say trivet spend million polic contract year transit polic must respond non transit call,-0.5,-1
4001,say cnn anchor said hillary clinton gotten free ride far medium biggest one support campaign,0.4000000059604645,1
4002,mid state florida violent crime america concern citizen florida subject violent crime every three minut second,-0.6000000238418579,-1
4003,say scott walker listen session invite exclude press,0.800000011920929,1
4004,obama white hous recon babi born secur purpose,-0.5,-1
4005,right work state creat lot job today heavily union state,0.6000000238418579,1
4006,leader isi imprison american troop order releas iraq obama administr,0.0,0
4007,del ben chain took money away southwest virginia school voting build politician palace,0.0,0
4008,tax code compli extract billion extra tax prepar cost every year one thousand dollar every american famili,0.5,1
4009,spend govern money percent le dead ago,-0.20000000298023224,0
4010,one plan parenthood video show full form fetus table heart beat leg kick someon say keep alive harvest brain,0.30000001192092896,1
4011,small busi entrepreneurship council rank ohio th nation st midwest overal busi climat,0.30000001192092896,1
4012,text second highest high school graduate rate country highest graduate rate african american hispana,0.30000001192092896,1
4013,tax increas either court order vote peopl approv peopl thing road,-0.10000000149011612,0
4014,chang debat state employe wisconsin earn year might percent incom disappear overnight,-0.5,-1
4015,north korea substantia stand army one largest certain largest per caput world,0.699999988079071,1
4016,iranian woman show much hair public risk beaten kill,-0.4000000059604645,-1
4017,massachusetts sen scott brown show someon bipartisan congress vote percent parti,0.0,0
4018,usher billion new invest,0.10000000149011612,0
4019,say romney flip flop abort,-0.5,-1
4020,secular american fastest grow religio identif demography country,0.6000000238418579,1
4021,country got huge debt presid barack obama say rais tax keep spend,0.0,0
4022,david perdu support common core,-0.699999988079071,-1
4023,say hillary clinton want essential abolish second amend,0.30000001192092896,1
4024,obamacare peopl premium go percent,0.0,0
4025,go letterman rate go,0.0,0
4026,unit state industry country guarantee paid time care new child,0.20000000298023224,0
4027,elimi earmark would make bare drop bucket regard nation debt deficit,0.4000000059604645,1
4028,say joe garcia vote rais util rate,0.6000000238418579,1
4029,sinc sheared brown democrat ram econom stimulus bill ohio unemploy rate risen percent nation averag,-0.5,-1
4030,presid barack obama announc would sign spend bill year unless sequester spend cut elimi,-0.5,-1
4031,obama administr even join islamist govern sponsor u n resolute would shred first amend threaten make discuss radio islam potenti iller,-0.699999988079071,-1
4032,mani top offici port author earn money governor state juristic,0.20000000298023224,0
4033,vagina appar say word michigan state hous repres get two day ban speak floor,0.699999988079071,1
4034,mike median made fortune tax appeal save friend million inside game play peopl like merry earwig median hand pick candid earwig thought property tax high got lower expense save much earwig median profit corrupt system,-0.4000000059604645,-1
4035,say first governor america vendors mitt romney,0.10000000149011612,0
4036,barack obama plan give driver licens iller want one,0.0,0
4037,two third american famili reli mother incom stay poverty level,0.699999988079071,1
4038,jim put u first serv month iraq war longest tour,0.0,0
4039,oil product feder water gulf mexico reach time high,0.20000000298023224,0
4040,democrat promis spend cut deliv tax hike,0.0,0
4041,say hew one chief architect balance federalbudget,0.5,1
4042,half murder citi st loud get sold,-0.10000000149011612,0
4043,legis sent mccain support would provid author feder govern surveil american citizen country without suspicion whatsoever engag discuss terrorist crimini activ,-0.6000000238418579,-1
4044,say indoor worker get le uv outdoor worker get melanoma,0.0,0
4045,im beat kelli about poll lot,0.0,0
4046,major every state favor path citizenship undock immigra,0.0,0
4047,one expense bus ride new england,0.30000001192092896,1
4048,jeans shaheed new hampshire sent decid vote pas obamacare,-0.20000000298023224,0
4049,core gardner get way youd better stock condom,-0.5,-1
4050,say dura recess singl person govern middle manag lost job taken pay cut,-0.699999988079071,-1
4051,say gov chris christi come new agenda ethic reform september,0.0,0
4052,caucus health care bill could use ban gun home self defens,0.30000001192092896,1
4053,gov scott walker receiv pay rais,0.30000001192092896,1
4054,tennessee grocery tax one highest nation,0.699999988079071,1
4055,say bernie sander college sander said cometh similar conserve wisconsin supreme court justic rebecca bradley written college student woman legit role date rape,-0.4000000059604645,-1
4056,say michigan u sent candidateterri lynn land said guarantee equal pay woman job men good idea,0.0,0
4057,say repeat praise chuck bagel charac patriot bravery person servic defend nation,0.800000011920929,1
4058,republican control wisconsin sent approv bill deny veteran right recov medic cost cancer develop serv country,-0.6000000238418579,-1
4059,percent support presid barack obama peopl pay incom tax,-0.30000001192092896,-1
4060,accus ed fitzgerald pay play corrupt polit,-0.699999988079071,-1
4061,vast major public school student receiv le state support privat voucher peer,0.20000000298023224,0
4062,ten percent violent death u year due strange,-0.4000000059604645,-1
4063,say presid barack obama send much larger forc deal ebola isi get,-0.4000000059604645,-1
4064,say u sent ippon eric hold support billion stimulus high speed rail billion bail bank,0.10000000149011612,0
4065,young woman account shock new hiv infect among adores africa,0.5,1
4066,u sent major leader harry reid whether sent democrat would seat roland burr,0.0,0
4067,democrat sent last year introduc constitute amend repeal free speech protect first amend,0.30000001192092896,1
4068,unit state numberonein world energyresourc russia snub two,0.0,0
4069,african american shot dead polic year white kill polic,-0.10000000149011612,0
4070,say marco rubio immigra reform pathway citizenship,0.0,0
4071,ocean much acid mani million year,0.0,0
4072,le percent educ dollar spend spent privat school voucher program,-0.10000000149011612,0
4073,say hillary clinton want increas syrian refuge country percent,-0.30000001192092896,-1
4074,year low crime rate state,0.10000000149011612,0
4075,new england patriot led expos offers score second point nfl,0.699999988079071,1
4076,say new jersey tenure law reform say teacher get two year partial effect effect rate lose tenure,-0.10000000149011612,0
4077,say climat scientist game hansen say perhaps year mayb littl longer point look foot sea level rise,0.0,0
4078,every singl country major vote already made mind,0.20000000298023224,0
4079,everyon california road proper licens test insur,0.10000000149011612,0
4080,state african american three time like sentence death white crime,0.10000000149011612,0
4081,say gop u rep sean duff wisconsin vote twice end medical,0.0,0
4082,peopl lose insur due obamacare becom newly insur,-0.10000000149011612,0
4083,immigra bill includ free obamacare motorcycle scooter,0.4000000059604645,1
4084,number better right ronald reagan number jimmy carter,0.0,0
4085,seventh bill kendrick meek author one pass,0.0,0
4086,florida eight year cut tax every year total billion,-0.10000000149011612,0
4087,obama budget plan famili make go lose mortgage deduct charity deduct,-0.5,-1
4088,alway said would drill,0.0,0
4089,hobby lobby provid birth control coverage decid drop file suit,0.20000000298023224,0
4090,say veto budget program learn catch railway,0.6000000238418579,1
4091,event u strike syria russian replace weapon immedi they said record they suggest might even replace better stuff,-0.30000001192092896,-1
4092,presid refer syrian opposit month ago pharmacist doctor,-0.20000000298023224,0
4093,racial ethnic makeup gannett county sheriff offic mirror community serf,0.4000000059604645,1
4094,citi clarkson cant decribing marijuana state legis congress,0.30000001192092896,1
4095,fought bring largest privat sector infrastructure project north american histori,0.6000000238418579,1
4096,two year ago motorist ferguson citi peopl receiv cita that least one cita per person plus visitor citi still survive traffic ticket there virtual industry,-0.30000001192092896,-1
4097,california propos tobacco tax divert percent new tax line pocket wealth special interest like insur company dont help even one patient,-0.699999988079071,-1
4098,democrat poll oper show fox news trust news oper country,0.20000000298023224,0
4099,care environ weve got record fund,0.20000000298023224,0
4100,rob portman job stop china iller dump steel fail look way noth,-0.800000011920929,-1
4101,arizona ban smoke public place admits cut myocardin infarct stroke asthma angina decrease follow implement ban,0.0,0
4102,say mitt romney flip flop abort right,-0.6000000238418579,-1
4103,black male babi born today chang system stand one three chanc end jail,0.0,0
4104,joe straps first jewish speaker text hous,0.10000000149011612,0
4105,fox news said new black panther parti decid elect barack obama,-0.10000000149011612,0
4106,provid least tax cut small busi,-0.10000000149011612,0
4107,say charlie bass support paul ryan plan forc senior pay year health care millionaire pay le tax,0.699999988079071,1
4108,say donald trump guy call privat veteran administr,0.5,1
4109,undock worker cross border right year low,0.0,0
4110,percent global market advance battery obama start percent head percent,-0.30000001192092896,-1
4111,billion water bond program voter pass yet tap,0.0,0
4112,say kid country leav home state go anoth state educ young peopl new jersey far largest amount,0.20000000298023224,0
4113,obama accept donate lobbyist pac spent money campaign polit action committe,-0.30000001192092896,-1
4114,say rick scott gave deposit invoke fifth amend time deal head columbia ha hospita chain,0.0,0
4115,immigra capture near million job creat sinc,0.20000000298023224,0
4116,world food demand go doubl sometime,0.20000000298023224,0
4117,alabama havent chang opinion sex marriage sinc vote ban,0.0,0
4118,maryland crab born virginia,0.10000000149011612,0
4119,say u sen ron johnson oppos faster broadband internet small town got near campaign contribut telecom special interest,0.4000000059604645,1
4120,every major study done legit group show hundi thousand job creat pas cap trade legis wind price carbon,0.699999988079071,1
4121,text legis would allow teacher kill student felt need,0.699999988079071,1
4122,every poll said debat,0.0,0
4123,mccain said day would meet potenti prime minis spain sure whether align u,0.10000000149011612,0
4124,forth percent country go state tower gay marriage least civil union,0.0,0
4125,presid adhoc drone strike program america,0.10000000149011612,0
4126,histori austin alway gotten expense,0.699999988079071,1
4127,neither hillary clinton donald trump plan address civil war syria,0.20000000298023224,0
4128,say voter adopt constitute amend instruct state board head jerry patterson put million invest earn fund support public school oper,0.20000000298023224,0
4129,multiple medium report donald trump busi deal mob mafia,0.6000000238418579,1
4130,greenlight paella cent sale tax german never get vote,-0.699999988079071,-1
4131,say state rep fred clark bamboo ran red light serious injur bicyclist,-0.10000000149011612,0
4132,promis four year administr push privat social secur,0.10000000149011612,0
4133,averag person pay state tax lowest state,-0.10000000149011612,0
4134,austin independ school district graduate rate reach time high percent,0.0,0
4135,say scott brown vote presid barack obama percent time,-0.10000000149011612,0
4136,isi lure woman kitten nutella,0.10000000149011612,0
4137,past six year alon chang pension formula save half billion dollar,-0.10000000149011612,0
4138,text ad mile highway state,0.0,0
4139,premedia murder case like oscar histories case form twinkle eye,0.10000000149011612,0
4140,say last five year sent republican place filibuster every piece legis every nomine,0.10000000149011612,0
4141,every major newspa text call david dewhurst moder,0.10000000149011612,0
4142,say six state famili plan center close gov chris christi budget cut,0.5,1
4143,last year korea sold near half million car country unit state know much sell six thousand kind deal,0.5,1
4144,marri coupl use last name rarer rarer country,0.30000001192092896,1
4145,claim former sen tom dash said senior accept condit come age instead treat,-0.4000000059604645,-1
4146,tax cut deal add billion deficit two year cost tarp cost recoveri act health care reform,-0.30000001192092896,-1
4147,wrote nancy pelosi said didn think capture osama bin laden make u safer call kill histor,0.10000000149011612,0
4148,thank obamacare averag e r wait california hour,-0.30000001192092896,-1
4149,obama vote million overhead projector planetarium chicago,0.0,0
4150,rare retire grade determin conduct offic previous retire u arm forc,-0.10000000149011612,0
4151,say rep justin smash vote democrat republican,0.5,1
4152,say mitt romney run away ronald reagan,0.0,0
4153,lowest percentage american actual hold job year,0.0,0
4154,say john kitab propos budget upon biennium repres percent increas last,0.0,0
4155,undock immigrantspay billion year social secur,0.10000000149011612,0
4156,say miami made mayor candid julio robbing highest salary among florida mayor,0.10000000149011612,0
4157,balance budget amend came within one vote pass congress defeat vote top sent republican rick santorum say stood call resign chairmanship,0.699999988079071,1
4158,say rais state incom tax rate millionaire offset property tax resid tax increas tax shift,0.699999988079071,1
4159,sinc text reduc harm pollute air like nitrogen oxide percent ozone percent reduce percent greater nation averag,-0.20000000298023224,0
4160,california capitol build second disneyland among visitor site state,0.20000000298023224,0
4161,current condit interest payment nation debt billion larger project defens spend billion,0.20000000298023224,0
4162,sayspresid obama hijack farm bill turn food stamp bill,-0.800000011920929,-1
4163,wealth taxpayer middle incom earner get deduct tax code,-0.5,-1
4164,saysthe actual peopl poverty start war poverty,0.10000000149011612,0
4165,georgia elect african american leader state country,0.10000000149011612,0
4166,document case obama lie,0.0,0
4167,say barack obama never work privat sector elect presid,-0.699999988079071,-1
4168,ive also offer plan help fix social secur that support robert reich secretary labor previous previous administr,0.20000000298023224,0
4169,say wisconsin gov scott walker action direct respons kill least job,0.4000000059604645,1
4170,gannett medic center oper neat part iller immigra,0.5,1
4171,percent americans pay expect expense save credit card without sell cometh borrow money,0.0,0
4172,hous approps chair david obey partial earmark ban appli earmark,-0.10000000149011612,0
4173,ron johnson said specif hope first step occur privat veteran administr,0.10000000149011612,0
4174,ted cruz tax plan busi pay percent money make also pay percent money pay employe,-0.4000000059604645,-1
4175,recent survey climat scientist said percent dont agre idea percent chang climat caus co,-0.5,-1
4176,other place hand heart obama turn back flag slouch,-0.5,-1
4177,steve pointer increas depart budget near percent,-0.10000000149011612,0
4178,sent barack obama support amend basic gut legal temporary worker program,-0.20000000298023224,0
4179,ken buck want outlaw abort even case rape incest,-0.8999999761581421,-1
4180,mayor kennel person doesn support drop cant fault high qualifi citi employe approps util benefit that avail,0.699999988079071,1
4181,republican control u sent seat sent elect two third number voter elect democrat sent major parti repres minor peopl,-0.10000000149011612,0
4182,forth percent union member vote republican,0.0,0
4183,say scott walker enact biggest cut educ state histori,0.4000000059604645,1
4184,presid plan cut medical billion take money medical trust fund us pay obamacare,-0.30000001192092896,-1
4185,say gov rick scott cut near million mosquito control close state mosquito research lab year ago,0.0,0
4186,say wisconsin gov scott walker deny democrat right vote,0.20000000298023224,0
4187,lean fine texture beef proper name pink slime safe wide use product,0.5,1
4188,george bush took offic presid clinton democrat democrat congress time left annual budget surplus,-0.20000000298023224,0
4189,say new health care law deliv billion tax increas famili special need,0.6000000238418579,1
4190,say every year air pollute protect delay anoth peopl die premature,-0.20000000298023224,0
4191,tampa bay ray price judg afford profession sport,0.10000000149011612,0
4192,property appraise budget million le today took offic year ago,0.0,0
4193,let pay attent kid go college end percent kid get train job know auto mecha job pay get fill airline mecha job pay lot money get fill remark scm forum,0.20000000298023224,0
4194,every year pick law enforce agency within text,-0.10000000149011612,0
4195,u state depart order hazmat suit ebola prompt concern feder govern antici rapid spread virus,-0.30000001192092896,-1
4196,republican fought protect tax loophole torpor send job oversea,0.4000000059604645,1
4197,told would never case ebola unit state,-0.10000000149011612,0
4198,say congressional district medic device industry job lost health care law tax,-0.10000000149011612,0
4199,two day interest pay china enough buy one joint strike fighter jet,0.0,0
4200,say averag ohio student graduate four year college univers near tuition debt,0.6000000238418579,1
4201,new feder program provid subsid obama phone free minut cell phone servic every month,-0.4000000059604645,-1
4202,larger domes threat racial supremacist group,0.10000000149011612,0
4203,u opportun israel come talk u improv secur screen procedure turn,-0.20000000298023224,0
4204,your terrorist cant fly assault weapon buy,-0.30000001192092896,-1
4205,one penny california prop bag ban tax go environ,0.0,0
4206,campaign past sen mccain presid george w bush other tend releas tax record april,0.10000000149011612,0
4207,weve got find billion gallon water per day,0.10000000149011612,0
4208,say obama every state requir photo id lost every state requir photo id order vote,-0.4000000059604645,-1
4209,support export import bank,0.10000000149011612,0
4210,say didn involv withnutrit supplement company mannatech,-0.20000000298023224,0
4211,stimulus program cut tax percent american peopl,0.0,0
4212,gov bill slam make econom develop depart sharia compliant hire woman special sharia compliance that job,0.0,0
4213,new mexico move sixth nation job growth,0.4000000059604645,1
4214,work togeth enact largest tax cut florida histori,0.6000000238418579,1
4215,bill nelson actual vote favor higher tax time,-0.10000000149011612,0
4216,say oppos billion cut medical,0.0,0
4217,spend le percent every year lowest increas spend sinc keep number,-0.20000000298023224,0
4218,presid barack obama said begin negotia basic approach dismantle iran nuclear program exchange dismantle sanction,-0.20000000298023224,0
4219,unit state never stood seen inno peopl slaughter extent that happen syria,-0.6000000238418579,-1
4220,u taxpayer paid per job creat stimulus bill,0.5,1
4221,david perdu support farm bill u sen isation chablis,-0.699999988079071,-1
4222,south carolina fastest grow economi southeast,0.6000000238418579,1
4223,end governor rick peri term drain text taxpayer pay rental mansion live histor governor mansion repair,-0.5,-1
4224,obama suggest bomb pakistan,-0.10000000149011612,0
4225,say presid obama help half million veteran military famili member go college post g bill,-0.4000000059604645,-1
4226,propos would expand school aid across board governor christi slash school aid budget prefer instead extend tax break millionaire fund classroom,0.30000001192092896,1
4227,page conform bill gone page,-0.30000001192092896,-1
4228,public employe receiv cometh like percent paycheck issu rode island,-0.10000000149011612,0
4229,iran deal facilit acceder nation iran acquire nuclear weapon,0.30000001192092896,1
4230,member congress chris murphy rake million salary,0.10000000149011612,0
4231,admit still know use comput send e mail,0.0,0
4232,today economi rebound rate reagan recoveri would creat equiva million new job rais feder revenu billion year,0.30000001192092896,1
4233,social secur doesn contribut penny deficit,-0.4000000059604645,-1
4234,say state sen greg ever nancy desert chart dean got fail grade conserve,-0.4000000059604645,-1
4235,mayor new york citi encourag adopt adopt went percent abort went percent,-0.699999988079071,-1
4236,averag faculty member uw madison bring close quarter million dollar year grant money,-0.20000000298023224,0
4237,dnc hack show clinton campaign work schedule primary debat bernie sander clinton campaign continu ploy donald trump,-0.4000000059604645,-1
4238,bill mccollum serv lobbyist whose client enable mortgage iller immigra,-0.10000000149011612,0
4239,one person tea board knowledge even torpor board experi,0.4000000059604645,1
4240,john spendin state ethic investig iller funnel campaign shade insur polit action committe alabama,0.10000000149011612,0
4241,say gov scott walker cook book releas number dream show wisconsin gain job,0.8999999761581421,1
4242,say minnesota fortune company oregon one obvious differ they invest school,-0.10000000149011612,0
4243,repeal obamacare would take away health care million american receiv coverage sinc oct,0.20000000298023224,0
4244,say text lawman choice hundi thousand woman longer access basic medic care life save cancer screen contracept,-0.30000001192092896,-1
4245,gov scott walker public school budget student enter kindergarten enjoy state invest educ came graduate high school,0.699999988079071,1
4246,ninety four percent small busi face higher tax democrat plan,-0.10000000149011612,0
4247,say obama never submit budget congress work two year without pass one,-0.800000011920929,-1
4248,one county alon ohio presid obama receiv vote elim voter,-0.10000000149011612,0
4249,every taxpayer owe pay nation debt,-0.30000001192092896,-1
4250,rick peri becom millionaire public patrol,0.800000011920929,1
4251,say mark begin taken campaign cash koch dan sullivan haunt,0.0,0
4252,took worst road system country accord trucker magazin left said improv road system country,-0.800000011920929,-1
4253,say new health care law patient doctor relationship elimi,0.6000000238418579,1
4254,go georgia make year teacher,0.10000000149011612,0
4255,ten differ tax bracket your make your already top tax bracket,0.20000000298023224,0
4256,first time sinc american manufactur creat new job,0.30000001192092896,1
4257,household incom america gone famili averag last four year went mitt romney governor massachusetts,0.5,1
4258,averag bonus wall street bonus wall street percent,0.0,0
4259,say never vote rais tax,-0.4000000059604645,-1
4260,say bill clinton george bush say build keystone xl,0.0,0
4261,austin stop abus everyon seen offic sexual assault survivor report attack rideshare driver rate one per month,-0.8999999761581421,-1
4262,afford care act law land,0.0,0
4263,say republican brag every bill go paid right begin first vote repeal health care reform violate rule,-0.699999988079071,-1
4264,say obama doubl fund pell grant,-0.10000000149011612,0
4265,thousand china owe job mitt romney company,0.20000000298023224,0
4266,say mitt romney refus say whether hed sign milli ledbett bill,-0.20000000298023224,0
4267,chris coon marxist belief,0.0,0
4268,financi servic regulatory bill end taxpayer bailout,0.0,0
4269,le percent obama cabinet appointed experi privat sector,0.0,0
4270,recoveri gov list congressional district exist,0.0,0
4271,accord congressional budget offic mani million american could lose employ base insur thank obamacare,-0.30000001192092896,-1
4272,presid said nation secur threat face america top one global warm,0.30000001192092896,1
4273,mere tim norton canada burger king move headquarter remain miami continu pay feder state local u tax,-0.6000000238418579,-1
4274,economi weak rais incom level,-0.20000000298023224,0
4275,john mccain health care plan guarantee coverage cancer screen mater care,-0.4000000059604645,-1
4276,say dick cheney support gay marriage soonerthan hillary clinton,-0.20000000298023224,0
4277,terrorist attack ground commerce air traffic temperature drop airplane werent fly week afterward,-0.30000001192092896,-1
4278,state report project approxi half public employe would live outside munici boundary dead state ban local resid requir,-0.10000000149011612,0
4279,annual gross domes product metro atlanta bigger state union,0.0,0
4280,per student k state fund portland public school dip school year school year,0.30000001192092896,1
4281,say rus feingold campaign power small dollar contribut like,0.0,0
4282,say mitt romney george allen would overturn roe v wade allow state end safe legal abort even case rape incest woman life risk,-0.699999988079071,-1
4283,charlie crist oppos state tuition iller immigra,0.30000001192092896,1
4284,student work minimum wage summer job could afford pay year full tuition year public univers choice,0.6000000238418579,1
4285,say sheared brown vote cut medical billion order fund govern run health care,-0.4000000059604645,-1
4286,wisconsin percent popul black yet percent state abort african american,-0.699999988079071,-1
4287,say rick peri told student couldnt attend gubernatorial forum due schedule conflict forum day tweet hed run dog,0.0,0
4288,fred never percent record right life sent career record reflect support human life amend amaze part republican platform sinc,-0.20000000298023224,0
4289,school board sent home letter child say al smith elect presid allow read bill,0.0,0
4290,usual month get health coverage florida program reduc averag month,0.0,0
4291,sex marriage,0.10000000149011612,0
4292,ohio judg compar similar state woefully underpaid,-0.699999988079071,-1
4293,louisiana sen mari laundries receiv almost million bp last dead,0.10000000149011612,0
4294,compar presid obama presid reagan rush home santa barbara vacant reagan ranch korean retain shot air russian,0.0,0
4295,american increas want afford care act repeal,0.0,0
4296,support tort reform regard secur product label interst commerce,-0.20000000298023224,0
4297,say state sen morgan carrot vote made easier sue doctor small busi even nurse put shade interest first,-0.20000000298023224,0
4298,say vaccine prevent hpv caus mental retard,0.0,0
4299,far differ picture prior eight year saw increas tax fee,0.0,0
4300,mexico receiv approxi billion year remit mexican nation work unit state major amount come iller alien,-0.20000000298023224,0
4301,there big chunk country think soft wall street,0.10000000149011612,0
4302,congressional budget offic nonpartisan offic analysis said pass comprehend immigra reform reduc feder deficit billion next dead,0.30000001192092896,1
4303,barack obama oppos bill would save goanna lessen life,0.30000001192092896,1
4304,former feder reserve chairman alan greenspan justify increas spend cut tax say really need pay debt,-0.4000000059604645,-1
4305,deal county recon recent year one best sheriff depart nation,0.800000011920929,1
4306,say joe straps co author bill would allow plan parenthood control public school sex educ,-0.20000000298023224,0
4307,say glenn nye vote lock step nancy pelosi percentof time,0.4000000059604645,1
4308,dont think argument credible made unit state america underway compar competitor,-0.6000000238418579,-1
4309,say elect propos would allow potenti hour early vote think weve ever,0.5,1
4310,member public charg hear gov scott walker dozen member administr talk job economi lambda field,0.10000000149011612,0
4311,iller immigra popul text increas percent california florida increas,-0.20000000298023224,0
4312,sen obama made argument critic back novel,-0.30000001192092896,-1
4313,weve got close million american access health care first time medicaid expand,0.0,0
4314,say half american dont pay incom tax,-0.30000001192092896,-1
4315,africa child dy every minut malaria,-0.30000001192092896,-1
4316,hate speech exclude protect first amend,-0.6000000238418579,-1
4317,top percent incom earner pay percent tax feder govern,-0.10000000149011612,0
4318,say mitt romney million american could deny coverage pre exist condit,-0.4000000059604645,-1
4319,obama spent billion bring elect africa fail miser,-0.4000000059604645,-1
4320,peopl kill unit state last year taint food u troop kill iraq afghanistan sinc war began,-0.4000000059604645,-1
4321,must list gun tax return,0.0,0
4322,rev rick warren call christian advance social gospel marxist,0.699999988079071,1
4323,woman florida make cent every dollar man make,0.0,0
4324,common core put togeth depart educ washington put togeth governor state,0.10000000149011612,0
4325,say jeb bush doesn believ path citizenship one time longer,0.0,0
4326,medical drug program result program come percent budget reason design right,-0.30000001192092896,-1
4327,say peopl support campaign volun donor advisor vendors,0.10000000149011612,0
4328,marco rubio support earmark ban alon request earmark worth million,0.10000000149011612,0
4329,rick santorum reform welfare,0.0,0
4330,seminal gamble compact offer billion guarantee revenu largest share state histori,0.800000011920929,1
4331,proves econom stimulus plan mean student meet togeth dorm dorm repair feder money prayer group bill study,0.6000000238418579,1
4332,presid obama said time could author immigra reform execut order,-0.20000000298023224,0
4333,right every singl one oil company today dozen other drill free gulf mexico leas cost american taxpayer billion lost royalty,-0.30000001192092896,-1
4334,busi format still rise ohio far weve assist w new busi file,0.6000000238418579,1
4335,obama administr notify poland czech repubs cancel major missile defens facil last minut midnight phone call,-0.20000000298023224,0
4336,mandel elect second term repres district democrat republican voter ratio,0.0,0
4337,obama iraq year,0.0,0
4338,audit last census found peopl live text count state lost estim billion feder fund result,-0.10000000149011612,0
4339,say presid barack obamasown administr done five environment impact assess keystone xl pipeline said would minimum impact environ,0.0,0
4340,every time put ballot issu cost million dollar,0.0,0
4341,plan incorpor idea mani peopl room tonight democrat republican,0.0,0
4342,say citi leadership threaten lay polic emerg servic personnel balance budget,-0.699999988079071,-1
4343,cut local govern school fund john kasih budget caus mani community seek school levi local tax increas layoff,0.800000011920929,1
4344,one every three automobile fatal attribute alcohol,-0.6000000238418579,-1
4345,clear major republican voter think deficit reduce packag balance approach includ revenu,0.5,1
4346,say republican drawn map propos u hous district text gerrymander nine million latino text make sure elector opportun,0.0,0
4347,million peopl could get health insur right away text expand medicaid obamacare,0.10000000149011612,0
4348,text public school spend averag per pupil per year,0.10000000149011612,0
4349,new republican litmus test would result gop kick ronald reagan,0.0,0
4350,say markkirk call mass arrest african american anda appar fine trump stilltooracist call mass deport,0.6000000238418579,1
4351,warren buffett call credit default swap financi weapon mass destruct green first individu use,0.0,0
4352,gov john kasih budget propos top one percent ohio pay le incom tax year ohio work middle class famili pay,0.20000000298023224,0
4353,treat tripoli sign presid john adam outreach muslim,0.4000000059604645,1
4354,averag age plane qatar airway fleet four year delta air line fly plane year old,0.30000001192092896,1
4355,put lid iran nuclear program without fire singl shot,0.0,0
4356,say syrian refuge vet fbi even told,-0.20000000298023224,0
4357,u embassy celebr america independ june th order accommo muslim,0.0,0
4358,murder rate atlanta rise year,0.10000000149011612,0
4359,troop still station afghanistan clear object even best case end year least american soldier still ground,0.6000000238418579,1
4360,medical premium support back republican vice president candid paul ryan voucher,0.30000001192092896,1
4361,even today part romney fortune invest china,0.10000000149011612,0
4362,tom wolf watch tax high kill pa job,0.0,0
4363,audit percent sale tax would cost topic household hillsborough county approxi month,0.0,0
4364,george alleycat decid voter bushman cut,-0.10000000149011612,0
4365,governor florida defund plan parenthood,0.0,0
4366,german citizen disarm govern late allow nazi carry evil intent relat littl resist,0.5,1
4367,text nation highest rate highest number uninsured,0.30000001192092896,1
4368,say oregon limit budget growth rate popul growth plus rate inflate state fund budget would billion today billion,0.4000000059604645,1
4369,mccain energy plan singl answer proposed new domes oil drill,0.0,0
4370,feder health care law enact florida parent abl purchas inexpert child coverage child law consum protect elimi choice florida,-0.5,-1
4371,say feder dollar gov john kasih budget plan previous state budget,0.6000000238418579,1
4372,congressadjourn earliest time congressional histori elect,0.30000001192092896,1
4373,forth six cent every dollar ohio could get medicaid expand go come china country doesn like u much,-0.6000000238418579,-1
4374,challeng tim tugged lobbyist donate democrat support abort sex marriage,-0.6000000238418579,-1
4375,congressman nye vote bill would defund billion ir need toimplement health care legis,0.699999988079071,1
4376,contrast presid barack obama act president presid ronald reagan would never go oval offic without jacket that much rever presid,0.0,0
4377,request cometh ive propos cometh congress propos,0.10000000149011612,0
4378,peopl die gunviol every year yet u center diseas control prevent ban research way prevent,0.10000000149011612,0
4379,presid obama educ slut includ effort nation curriculum,-0.10000000149011612,0
