,raw_text,clean,label
3821,Meghan Markle may have married a prince but that doesn't mean she will escape Britain's visa obstacle course. One o…,meghan markl may marri princ mean escap britain visa obstacl cours one,1
3822,How one Transylvanian city became the jewel of Romania,one transylvanian citi becam jewel romania,1
3823,Much of Europe's corporate lethargy is due to archaic labour rules and anaemic markets. But blaming Brussels is eas…,much europ corpor lethargi due archaic labour rule anaem market blame brussel ea,1
3824,One of our most popular charts from this year shows that not all of the differences in graduates’ earnings can be a…,one popular chart year show differ graduat earn,1
3825,How Vienna shaped the West. From the archive,vienna shape west archiv,1
3826,Tourists increasingly flock to the same places. One of our most popular stories from the past year blames the rise…,tourist increas flock place one popular stori past year blame rise,1
3827,Young people say that social media deprive them of sleep and create body-image worries. One of our most popular sto…,young peopl say social medium depriv sleep creat bodi imag worri one popular sto,1
3828,There could be more plastic than fish in the world’s waters by 2050. But other pollutants are probably worse. One o…,could plastic fish world water pollut probabl wors one,1
3829,Here is what's behind door 23 of our Daily chart advent calendar,behind door daili chart advent calendar,1
3830,The year in editorial cartoons from The Economist,year editori cartoon economist,1
3831,Our analysis shows a trend towards reporting on personalities and that our interests are getting broader,analysi show trend toward report person interest get broader,1
3832,Digital dating offers millions of people a more efficient way to find a good mate. One of our most popular articles…,digit date offer million peopl effici way find good mate one popular articl,1
3833,Advice columns often did more than reflect social change: they advocated it. From the archive,advic column often reflect social chang advoc archiv,1
3834,1bn air-conditioners will be installed globally in the next ten years. In August we asked what that means for the w…,bn air condition instal global next ten year august ask mean w,1
3835,"Truth and ""principles"" were John McCain's watchwords, though political life made them tricky. From August 2018",truth principl john mccain watchword though polit life made tricki august,1
3836,"Each year, Europe's big cities release the young, mobile and educated as they return to the towns where they grew up",year europ big citi releas young mobil educ return town grew,1
3837,Firms like YouTube and Facebook are at risk of becoming “ministries of truth”–arbiters of what billions of people d…,firm like youtub facebook risk becom ministri truth arbit billion peopl,1
3838,A loneliness epidemic is sweeping the modern world. From @1843mag’s February/March issue,loneli epidem sweep modern world mag februari march issu,1
3839,One of our most popular articles from the past year explores the advantages and disadvantages of using blockchains…,one popular articl past year explor advantag disadvantag use blockchain,1
3840,"Big personalities get attention. Articles about Elon Musk, Donald Trump and Vladimir Putin drew lots of eyeballs in…",big person get attent articl elon musk donald trump vladimir putin drew lot eyebal,1
3841,"Amazon is hiring 20,000 fewer workers in America this winter compared with last year, due to greater use of robots…",amazon hire fewer worker america winter compar last year due greater use robot,1
3842,“The other night I found myself in the grip of an irrational impulse: I wanted to stroke a machine. The robot in fr…,night found grip irrat impuls want stroke machin robot fr,1
3843,"Britain's political class is introverted and self-regarding, sending its members straight from university to jobs i…",britain polit class introvert self regard send member straight univers job,1
3844,"Despite more opportunities within China, growing numbers of those who can afford it seem to want to leave. One of o…",despit opportun within china grow number afford seem want leav one,1
3845,AI-powered predictions promise to make businesses much more efficient. One of our most popular stories from the pas…,ai power predict promis make busi much effici one popular stori pa,1
3846,"Narendra Modi was the object of high hopes, but on the bigger stage, the form he showed as a state minister has des…",narendra modi object high hope bigger stage form show state minist de,1
3847,"The veterans' journey across the vast, treeless Vidda honours the commandos' memories, as well as bringing back tho…",veteran journey across vast treeless vidda honour commando memori well bring back tho,1
3848,Killing the Canadian chicken to scare the American monkey,kill canadian chicken scare american monkey,1
3849,The world is woefully unprepared for the next recession. One of our most popular special reports from the past year,world woefulli unprepar next recess one popular special report past year,1
3850,Optimists argue that the idea of methane seeping from the crater of Mars cannot be discounted,optimist argu idea methan seep crater mar discount,1
3851,The English language is rife with gender stereotypes. But the words we use to describe men and women are becoming m…,english languag rife gender stereotyp word use describ men woman becom,1
3852,"In January, one of our most popular stories from the past year explained why superjumbo planes may be going extinct",januari one popular stori past year explain superjumbo plane may go extinct,1
3853,"The GRU is linked to the shooting down of a Malaysian Airlines flight, the Salisbury poisoning and the seizing of C…",gru link shoot malaysian airlin flight salisburi poison seiz c,1
3854,What makes you you?,make,1
3855,"In an attempt to lower the unemployment rates for Saudi citizens, the state has discouraged hiring foreign workers.…",attempt lower unemploy rate saudi citizen state discourag hire foreign worker,1
3856,In the past half-century wars between states have become exceedingly rare. In one of our most popular special repor…,past half centuri war state becom exceed rare one popular special repor,1
3857,The bald eagle’s rescue from the brink of extinction shows the importance of America's environmental protection leg…,bald eagl rescu brink extinct show import america environment protect leg,1
3858,"“The Matrix” is not imminent, but brain-computer interfaces may be about to take a big leap forward; as we reported…",matrix immin brain comput interfac may take big leap forward report,1
3859,One of our most read editorials of the year was about the revolutionary social benefits of online dating,one read editori year revolutionari social benefit onlin date,1
3860,Door number 23 of our Daily chart advent calendar reveals a “democratic recession” across the world,door number daili chart advent calendar reveal democrat recess across world,1
3861,"For much of history, dentistry was more a spectacle than a science. One of this year's most popular culture blogs",much histori dentistri spectacl scienc one year popular cultur blog,1
3862,"Set in the years after 1205, “A Hero Born”, one of our most popular book reviews of 2018, shows Chinese identity un…",set year hero born one popular book review show chines ident un,1
3863,"The most significant edits are to characterisation, and they are not always an improvement",signific edit characteris alway improv,1
3864,"In spite of official sales estimated at 300m copies, Jin Yong’s epics have remained unknown to most Western readers…",spite offici sale estim copi jin yong epic remain unknown western reader,1
3865,"The story of how Nintendo struck gold with a cheery, extravagantly moustachioed plumber. From the archive",stori nintendo struck gold cheeri extravag moustachio plumber archiv,1
3866,The crisis in Venezuela may be yielding the largest forced displacement of people in Latin American history. One of…,crisi venezuela may yield largest forc displac peopl latin american histori one,1
3867,"Unlike Brooklyn or Manhattan, Queens is often overlooked. But it has the vibrancy of the whole world",unlik brooklyn manhattan queen often overlook vibranc whole world,1
3868,"The best way to read “Why Liberalism Failed” is not as a funeral oration, but as a call to action. One of our most…",best way read liber fail funer orat call action one,1
3869,How to revamp the North Pole's business model,revamp north pole busi model,1
3870,The royal wedding between Meghan Markle and Prince Harry drew the most readers on a single day in 2018,royal wed meghan markl princ harri drew reader singl day,1
3871,One of this year's most popular reviews looked at how the late 19th century saw America suffering from similar prob…,one year popular review look late th centuri saw america suffer similar prob,1
3872,This is how to make a paper Christmas tree in just one cut,make paper christma tree one cut,1
3873,Our cautionary memo to the biggest names in tech was one of our most popular briefings of 2018,cautionari memo biggest name tech one popular brief,1
3874,"In April, one of our most popular stories over the past year reported that passengers in need of 40 winks might be…",april one popular stori past year report passeng need wink might,1
3875,The Economist’s books of the year,economist book year,1
3876,"Our review of ""1983: Reagan, Andropov and a World on the Brink"" was one of the year's most popular articles",review reagan andropov world brink one year popular articl,1
3877,"A decade ago, Cluj gave priority to universities over factories. That helped lead to an IT boom",decad ago cluj gave prioriti univers factori help lead boom,1
3878,"For most people, digital dating offers better outcomes",peopl digit date offer better outcom,1
3879,"Who gets mentions more often in The Economist? Barack Obama, Margaret Thatcher or Joseph Stalin?",get mention often economist barack obama margaret thatcher joseph stalin,1
3880,How trains cut deep into the Russian psyche. From the archive,train cut deep russian psych archiv,1
3881,"Between July 2017 and July 2018, Google users in America searched for Python more often than for Kim Kardashian. On…",juli juli googl user america search python often kim kardashian,1
3882,One of this year's most popular articles looked at why the passive voice has such a bad rap,one year popular articl look passiv voic bad rap,1
3883,"After a 90-minute speech denouncing MPs and promising to rule without them, President Azali Assoumani tumbled to th…",minut speech denounc mp promis rule without presid azali assoumani tumbl th,1
3884,"Action-packed, hyper-cool and hauntingly bleak. One of @1843mag's most popular articles of 2018 looked at the films…",action pack hyper cool haunt bleak one mag popular articl look film,1
3885,One of our most popular book reviews of 2018 looked at the near-miss of November 9th 1983,one popular book review look near miss novemb th,1
3886,"What is the difference between civil partnerships and marriages, and why is the former becoming more common among s…",differ civil partnership marriag former becom common among,1
3887,One of @1843mag's most read articles of 2018 asked: how can you be more productive?,one mag read articl ask product,1
3888,"Diplomats know that a well-chosen turn of phrase can make or break a negotiation. In May, we reported on a study th…",diplomat know well chosen turn phrase make break negoti may report studi th,1
3889,"America’s government shuts down, once again",america govern shut,1
3890,"Why do cops kill, and what can be done about it? One of our most popular videos of 2018",cop kill done one popular video,1
3891,"A blacklist of journals that falsely claim peer review was compiled by Cabells in June, an analytics firm in Texas.…",blacklist journal fals claim peer review compil cabel june analyt firm texa,1
3892,Millions of adults are seeking stress-relieving solace in the pages of colouring books. From the archive,million adult seek stress reliev solac page colour book archiv,1
3893,"Unchecked, invisible cash flows now promote not democracy and liberty, but kleptocracy and misery. Our review of ""M…",uncheck invis cash flow promot democraci liberti kleptocraci miseri review,1
3894,"Mr Sorkin diverges from Harper Lee’s novel in noticeable ways, and is less reverent of the original text",mr sorkin diverg harper lee novel notic way le rever origin text,1
3895,"How is Donald Trump changing what it means to be America’s president? @AnneMcElvoy asks @DorisKGoodwin, a Pulitzer…",donald trump chang mean america presid annemcelvoy ask doriskgoodwin pulitz,1
3896,"In January we reviewed the fourth season of “Black Mirror”, and the signs that the show was changing its winning fo…",januari review fourth season black mirror sign show chang win fo,1
3897,DNA analysis has revealed the Bajau people have evolved to survive longer underwater. Our most popular science stor…,dna analysi reveal bajau peopl evolv surviv longer underwat popular scienc stor,1
3898,"The eighth series of AMC's show ended in April. In one of our most popular culture blogs, we looked at why the fran…",eighth seri amc show end april one popular cultur blog look fran,1
3899,"If you work in the financial district, chances are you've come across the ""Midtown Uniform"". One of @1843mag's most…",work financi district chanc come across midtown uniform one mag,1
3900,"For Thomas Keating contemplation was not a static thing, but a dynamic encounter, a back and forth",thoma keat contempl static thing dynam encount back forth,1
3901,An interview with the YouTube philosopher-pundit Natalie Wynn #OpenFuture,interview youtub philosoph pundit natali wynn openfutur,1
3902,Hidden behind the 22nd door of our Daily chart advent calendar is a world map paired with a bar graph,hidden behind nd door daili chart advent calendar world map pair bar graph,1
3903,"The creation of ""national champions"" might enable European firms to better compete with America and China. But it c…",creation nation champion might enabl european firm better compet america china c,1
3904,"Multisensory architecture considers a building's acoustics, lighting, tactility and smell",multisensori architectur consid build acoust light tactil smell,1
3905,Gleaners need to break into the world of big producers who care less about waste,gleaner need break world big produc care le wast,1
3906,"China boasts 114 of the world’s 147 female, self-made billionaires (America has 14)",china boast world femal self made billionair america,1
3907,In 2018 big news was often bad news,big news often bad news,1
3908,The era of human gene-editing may have begun. Why that is worrying,era human gene edit may begun worri,1
3909,Mosquito spectra could shine a light on how different types of mosquitos behave,mosquito spectrum could shine light differ type mosquito behav,1
3910,The Chinese and American armed forces have not held nuclear talks in over ten years,chines american arm forc held nuclear talk ten year,1
3911,Anyone who learns China's main written language will also learn the gender stereotypes in it. One of our most popul…,anyon learn china main written languag also learn gender stereotyp one popul,1
3912,Work will continue on a doomed airport until the government can figure out how to pay bondholders,work continu doom airport govern figur pay bondhold,1
3913,Pneumonia and influenza caused nearly 10% of all deaths in one week in January. One of our most popular stories fro…,pneumonia influenza caus near death one week januari one popular stori fro,1
3914,Bitcoin may be too complicated to ever become a mainstream currency. One of our most popular articles of 2018,bitcoin may complic ever becom mainstream currenc one popular articl,1
3915,"Melbourne, Sydney, Israel and Senegal intend to phase out coal",melbourn sydney israel seneg intend phase coal,1
3916,"Since 1983 70,000 universities for the elderly have opened in China. In an explainer from August, we explore why th…",sinc univers elder open china explain august explor th,1
3917,"To explore different positions, Ms Wynn creates personas that take part in platonic dialogues with one another…",explor differ posit m wynn creat persona take part platon dialogu one anoth,1
3918,A memo from Bognor Consulting Group to Santa Claus,memo bognor consult group santa claus,1
3919,Courts in several countries are struggling to decide. Are all animals property? Or could some be granted the status…,court sever countri struggl decid anim properti could grant status,1
3920,"Cities that can easily expand their boundaries are richer, less segregated, and have better-educated workforces",citi easili expand boundari richer le segreg better educ workforc,1
3921,Can Donald Trump trump Barack Obama in terms of mentions in The Economist?,donald trump trump barack obama term mention economist,1
3922,"More than 207,000 American minors were married between 2000 and 2015. One of our most popular stories from the past…",american minor marri one popular stori past,1
3923,Freemasonry can appear incomprehensible because it contains no coherent ideology or doctrine. One of our most popul…,freemasonri appear incomprehens contain coher ideolog doctrin one popul,1
3924,Obamacare is now embedded in American society. The consequences of ruling it unconstitutional would be disastrous,obamacar embed american societi consequ rule unconstitut would disastr,1
3925,A new way of welding metal together makes for riveting reading,new way weld metal togeth make rivet read,1
3926,"Despite missing a vital piece of his brain, Ethan Deviney is thriving",despit miss vital piec brain ethan deviney thrive,1
3927,"Unless professionals all agree to cut back collectively, those who opt for more leisure risk being squeezed out by…",unless profession agre cut back collect opt leisur risk squeez,1
3928,"There are jokes about Remainers and “project fear”, and an unexpectedly pathos-laden riff about workplace insecurity",joke remain project fear unexpect patho laden riff workplac insecur,1
3929,The world’s largest African museum has reopened in Belgium after a vast refurbishment. But has it truly confronted…,world largest african museum reopen belgium vast refurbish truli confront,1
3930,"Seeking to cool China's ire, Canada points out that the arrest of Meng Wanzhou was not political",seek cool china ire canada point arrest meng wanzhou polit,1
3931,"By the time it was banned in 1912, as many as two billion Chinese women had bound their feet. One of our most-read…",time ban mani two billion chines woman bound foot one read,1
3932,"Back in August, The Economist was reluctant to jump on the Bitcoin bandwagon",back august economist reluct jump bitcoin bandwagon,1
3933,"On August 14th, the Morandi Bridge in Genoa collapsed. Many bridges around the world which use reinforced concrete…",august th morandi bridg genoa collaps mani bridg around world use reinforc concret,1
3934,"When people are fearful, angry or confused, she observes, they are tempted to give away freedoms to leaders promisi…",peopl fear angri confus observ tempt give away freedom leader promisi,1
3935,Door number 22 of our Daily chart advent calendar hides a multitude of forecasts for 2018,door number daili chart advent calendar hide multitud forecast,1
3936,"How Vienna's rise and fall shaped Friedrich Hayek, Joseph Schumpeter and Karl Popper. Our series on liberalism from…",vienna rise fall shape friedrich hayek joseph schumpet karl popper seri liber,1
3937,John Stuart Mill's reflections on individual rights and mob rule still resonate today. Especially today,john stuart mill reflect individu right mob rule still reson today especi today,1
3938,Christmas is a rare time in Europe when the young and rootless sit down with the old and rooted,christma rare time europ young rootless sit old root,1
3939,Is the fish on your plate caught by slaves? One of our most popular videos of 2018,fish plate caught slave one popular video,1
3940,Netflixonomics has changed the calculus of whether a show or film is worth making. This briefing was one of our mos…,netflixonom chang calculus whether show film worth make brief one mo,1
3941,"When Gamal Abdel Nasser died in 1970, Egyptian speech was easily the most widely understood across the Arab world.…",gamal abdel nasser die egyptian speech easili wide understood across arab world,1
3942,"Before online matchmaking, casual dating hardly existed in some countries where marriage is in the hands of parents…",onlin matchmak casual date hard exist countri marriag hand parent,1
3943,"In September, the group's shares dropped by 2% as news of a data breach became public. One of our most popular trav…",septemb group share drop news data breach becam public one popular trav,1
3944,Christmas albums are once again mere pieces of nostalgia,christma album mere piec nostalgia,1
3945,The biggest news events of 2018 in one chart,biggest news event one chart,1
3946,"One of our most popular pieces of 2018 examined how Marx’s ideas—about monopolies, rent-seeking and casual labourer…",one popular piec examin marx idea monopoli rent seek casual labour,1
3947,"Anthony Bourdain's motto was to keep moving, as far as he could. Keep moving. Try everything. From June 2018",anthoni bourdain motto keep move far could keep move tri everyth june,1
3948,"One of our most popular articles this past year looked at why Arabic, the fifth-most-spoken language in the world,…",one popular articl past year look arab fifth spoken languag world,1
3949,"Millipedes have chemical defences that can blind, burn and poison would-be predators. Our article from August descr…",milliped chemic defenc blind burn poison would predat articl august descr,1
3950,"What will the future look like for CCTV surveillance? We ask our technology correspondent @halhod in ""The World ahe…",futur look like cctv surveil ask technolog correspond halhod world ahe,1
3951,"Once, even possessing sheet music with more than one melodic line was grounds for arrest. Why? We explore the curio…",even possess sheet music one melod line ground arrest explor curio,1
3952,"From leafy Hampstead Heath to the icy depths of Wast Water, England’s rivers, lakes and ponds are filling up with s…",leafi hampstead heath ici depth wast water england river lake pond fill,1
3953,"The zip was one of the later fruits of the Industrial Revolution, and one that was slow to ripen…",zip one later fruit industri revolut one slow ripen,1
3954,We have analysed every issue of The Economist in our archives to see how our coverage has changed over the decades,analys everi issu economist archiv see coverag chang decad,1
3955,"In August, Bitcoin's limitations became more widely known and the hype started to cool",august bitcoin limit becam wide known hype start cool,1
3956,"More than 50,000 witnesses—about one Tunisian in 230—have been interviewed by the Truth and Dignity Commission",wit one tunisian interview truth digniti commiss,1
3957,"Advances in thermal coatings, engine acoustics and materials such as lightweight carbon fibre have made supersonic…",advanc thermal coat engin acoust materi lightweight carbon fibr made superson,1
3958,"Once going, he wrote at speed, hoping to reach that state of exaltation when he would understand himself, and his s…",go wrote speed hope reach state exalt would understand,1
3959,UNICEF saves children’s lives. Boko Haram takes them. Claims that the former is supporting the latter are absurd,unicef save child life boko haram take claim former support latter absurd,1
3960,Sweden is aiming to be the first country to produce fossil-free steel,sweden aim first countri produc fossil free steel,1
3961,Sperm counts in the Western world are in rapid decline. But nobody knows why. One of our most popular videos of 2018,sperm count western world rapid declin nobodi know one popular video,1
3962,In March we wrote about how it is hard to watch “Annihilation” without having some sympathy for the Paramount execu…,march wrote hard watch annihil without sympathi paramount execu,1
3963,Is it possible to have democracy without liberty? Our series on great liberal thinkers from August 2018,possibl democraci without liberti seri great liber thinker august,1
3964,Dickens was fascinated by financial systems and how they related to the inner lives of his characters,dicken fascin financi system relat inner life charact,1
3965,Several drones close Britain’s second-biggest airport,sever drone close britain second biggest airport,1
3966,In Libya there is a risk that antipathy between mainstream Sunni Islam and the Ibadis could have a poisonous effect,libya risk antipathi mainstream sunni islam ibadi could poison effect,1
3967,Ever had an emu burger? Probably not. In the 1980s farmers looking for alternative meat sources pinned their hopes…,ever emu burger probabl farmer look altern meat sourc pin hope,1
3968,Many employees’ expense claims are becoming more unusual,mani employe expens claim becom unusu,1
3969,EU member states are finding new ways to funnel state funding to industry,eu member state find new way funnel state fund industri,1
3970,An army of amateur detectives has been trying to work out who Satoshi Nakamoto really is. One of our most popular s…,armi amateur detect tri work satoshi nakamoto realli one popular,1
3971,"One of our journalists showed Lady Murasaki, an 11th-century writer, around 21st-century Japan",one journalist show ladi murasaki th centuri writer around st centuri japan,1
3972,Mr Mattis’s letter signalled the fundamentally self-defeating nature of such impulsive presidential behaviour,mr matti letter signal fundament self defeat natur impuls presidenti behaviour,1
3973,"Maye Musk raised a film director, a food pioneer and an inventor. One of our most popular articles of 2018 from…",may musk rais film director food pioneer inventor one popular articl,1
3974,Lebanon’s sectarian political system lies at the heart of the problem,lebanon sectarian polit system lie heart problem,1
3975,Some suspect the hand of Joseph Kabila,suspect hand joseph kabila,1
3976,Origami is a rich source of new mathematics,origami rich sourc new mathemat,1
3977,"The chart behind door 21 of our Daily chart advent calendar shows the triumph of Python, a coding language, over it…",chart behind door daili chart advent calendar show triumph python code languag,1
3978,The new process of welding uses a plunger to make the resulting surface much smoother and stronger,new process weld us plunger make result surfac much smoother stronger,1
3979,Animals have appeared in court in the past as the accused. What has changed is that today they have become plaintif…,anim appear court past accus chang today becom plaintif,1
3980,"The Tories are in turmoil not just because they are divided, but because the various candidates for leader are inad…",tori turmoil divid various candid leader inad,1
3981,"William Byrd, Elizabeth I’s favourite composer and a secret Catholic, wove hidden messages through his music like g…",william byrd elizabeth favourit compos secret cathol wove hidden messag music like g,1
3982,"Across Europe, the practice of Islamic family law is under pressure",across europ practic islam famili law pressur,1
3983,Kansas' Laura Kelly has grasped how to appeal to moderates: by spending more time discussing health care and less o…,kansa laura kelli grasp appeal moder spend time discuss health care le,1
3984,Serious minds are asking whether the veil has become less a mark of faith than a symbol of male domination. One of…,serious mind ask whether veil becom le mark faith symbol male domin one,1
3985,"Richard Pinel, director of music at Jesus College, Cambridge explains polyphony",richard pinel director music jesus colleg cambridg explain polyphoni,1
3986,"China has more to lose upfront than America in the trade war, so is replacing an earlier swagger with more concilia…",china lose upfront america trade war replac earlier swagger concilia,1
3987,Why Lebanon struggles to form governments,lebanon struggl form govern,1
3988,"Google has opened an ""Advanced Solutions Lab"" that is part consulting service, part tech bootcamp. One of our most…",googl open advanc solut lab part consult servic part tech bootcamp one,1
3989,Autonomous vehicles will be as transformative a technology as the smartphone. One of our most popular special repor…,autonom vehicl transform technolog smartphon one popular special repor,1
3990,Congo’s long-awaited election is delayed,congo long await elect delay,1
3991,"“I keep waiting for Donald Trump to grow in office…Somehow the President doesn’t seem to process loss,”…",keep wait donald trump grow offic somehow presid seem process loss,1
3992,"The decline of Washington, DC's churches has been exacerbated by gentrification",declin washington dc church exacerb gentrif,1
3993,How to stop unmanned aerial vehicles disrupting aviation is becoming a pressing issue for policymakers,stop unman aerial vehicl disrupt aviat becom press issu policymak,1
3994,The admired defence secretary sounds the alarm on Donald Trump’s world view,admir defenc secretari sound alarm donald trump world view,1
3995,"When MPs vote on Theresa May's deal in January it will be closer to the Brexit deadline, with a greater risk of no…",mp vote theresa may deal januari closer brexit deadlin greater risk,1
3996,"If you don't count, you don't count, says Lisa Power, who co-founded Stonewall",count count say lisa power co found stonewal,1
3997,"Steven Levitt, Esther Duflo and two Nobel prize winners make up some of our previous nominees for the world’s best…",steven levitt esther duflo two nobel prize winner make previous nomine world best,1
3998,"The ideal implant would be safe, small, long-lasting and capable of transmitting huge amounts of data. One of our m…",ideal implant would safe small long last capabl transmit huge amount data one,1
3999,"Pilots and flight attendants have always liked a drink off-duty, but the world learns about this more quickly today…",pilot flight attend alway like drink duti world learn quick today,1
4000,"Only when ""data"" is understood to mean ""people"" will individuals demand accountability from those who seek to snoop…",data understood mean peopl individu demand account seek snoop,1
4001,What does the future look like for blockchain and cryptocurrencies? One of our most popular Technology Quarterly ar…,futur look like blockchain cryptocurr one popular technolog quarter ar,1
4002,"Japan has had a thriving sex industry since at least the 17th century, but in recent years it's gone soft. Why?",japan thrive sex industri sinc least th centuri recent year gone soft,1
4003,James Mattis resigns,jame matti resign,1
4004,The only real medicine for the planet’s man-made fever would be firmer commitment to decarbonising economies,real medicin planet man made fever would firmer commit decarbonis economi,1
4005,The restraint required from politicians to make Britain's unwritten constitution work has taken a battering in 2018,restraint requir politician make britain unwritten constitut work taken batter,1
4006,Joe Biden's top billing as a possible presidential candidate exposes the backward-looking state of the Democrats,joe biden top bill possibl presidenti candid expos backward look state democrat,1
4007,“Mary Poppins Returns” is a faithful tribute to the original,mari poppin return faith tribut origin,1
4008,Dr González-Jiménez's methods are 83% accurate at recognising species and close to 100% accurate at recognising age,dr gonz lez jim nez method accur recognis speci close accur recognis age,1
4009,"“Happy New Year, Colin Burstead” has an air of ritual festive bloodletting usually reserved for an “EastEnders” Chr…",happi new year colin burstead air ritual festiv bloodlet usual reserv eastend chr,1
4010,Canada's government has been debating whether to ban the use of equipment from Huawei to build Canada's 5G networks,canada govern debat whether ban use equip huawei build canada g network,1
4011,The Brexit vote coincided with the beginning of the first worldwide economic upswing in years. One of our most popu…,brexit vote coincid begin first worldwid econom upsw year one popu,1
4012,Atticus’s willingness to search for the good in others is his strength in the book. It is presented as a weakness i…,atticus willing search good other strength book present weak,1
4013,"What blockchains may be able to do for your business, and what they can't. One of our most popular stories from the…",blockchain may abl busi one popular stori,1
4014,"Nearly 63% of Instagram users report being miserable, a higher share than for any other social network",near instagram user report miser higher share social network,1
4015,"If methane exists at all in Mars's air, it is rare and confined to low levels of the atmosphere",methan exist mar air rare confin low level atmospher,1
4016,"Try your hand at our end-of-year quiz, featuring orangutans, George Clooney’s villa and Chinese teas",tri hand end year quiz featur orangutan georg clooney villa chines tea,1
4017,"We can sharpen the definition of liberalism by examining the ideas of three anti-liberals: Rousseau, Marx and Nietz…",sharpen definit liber examin idea three anti liber rousseau marx nietz,1
4018,"Young people in rich countries are increasingly likely to shun drugs, cigarettes, alcohol and crime",young peopl rich countri increas like shun drug cigarett alcohol crime,1
4019,The infographic behind the 21st door of our Daily chart advent calendar is a slope chart,infograph behind st door daili chart advent calendar slope chart,1
4020,"As exercise and smoothies have replaced despair and alcohol, the suicide rate in Russia has crashed",exercis smoothi replac despair alcohol suicid rate russia crash,1
4021,Cluj is one of only two Romanian cities that is growing rather than shrinking. But it needs to keep evolving to thr…,cluj one two romanian citi grow rather shrink need keep evolv thr,1
4022,Several drones close Britain’s second biggest airport,sever drone close britain second biggest airport,1
4023,"Donald Trump has mastered social media. “The difficulty is that it is great for campaigning, it’s harder for govern…",donald trump master social medium difficulti great campaign harder govern,1
4024,"Autocracies seldom die quietly. Yet in Armenia, that is exactly what seems to have happened",autocraci seldom die quiet yet armenia exact seem happen,1
4025,The power of a passport is the number of countries it will allow you to enter without a visa. One of our most popul…,power passport number countri allow enter without visa one popul,1
4026,"In February, we commended “Black Panther” on providing room for its characters to breathe and its world to be explo…",februari commend black panther provid room charact breath world explo,1
4027,Narendra Modi's clash with India's central bank is the latest in a series of mis-steps,narendra modi clash india central bank latest seri mi step,1
4028,"Brexiteers, American steel workers and “gilets jaunes” are all drawn to nostalgia because they want reassurance in…",brexit american steel worker gilet jaun drawn nostalgia want reassur,1
4029,The Christmas getaway is a rare moment when cosmopolitan Europe intersects en masse with national Europe,christma getaway rare moment cosmopolitan europ intersect en mass nation europ,1
4030,Is the hanging of “In God We Trust” placards inside America's public schools constitutional? Probably,hang god trust placard insid america public school constitut probabl,1
4031,"Avicii wanted to take his fans ""on a journey”. When he played, they left the world behind. From April 2018",avicii want take fan journey play left world behind april,1
4032,"Ninalee Allen Craig imagined that she was Dante's Beatrice, and how could Beatrice ever be vulnerable? Our obituary…",ninale allen craig imagin dant beatric could beatric ever vulner obituari,1
4033,"In September, we reviewed “Maniac”, a TV series that set out to explore ambitious terrain: the human mind",septemb review maniac tv seri set explor ambiti terrain human mind,1
4034,"The Isle of Man's insurers will have to be more open with clients, in particular on brokers' commissions",isl man insur open client particular broker commiss,1
4035,Only 13% of the world’s population enjoys a free press,world popul enjoy free press,1
4036,"In one of our most popular articles from 2018, @1843mag examines the contagion of civilisational decline",one popular articl mag examin contagion civilis declin,1
4037,"Suicide is the leading cause of death for all Indians between ages 15 and 39, and for Indian women between 15 and 49",suicid lead caus death indian age indian woman,1
4038,Emu owners in Texas anticipated a life of handsome profits. But the birds were expensive to care for and not easy t…,emu owner texa anticip life handsom profit bird expens care easi,1
4039,The Economist’s design team picks ten illustrated highlights of 2018,economist design team pick ten illustr highlight,1
4040,History suggests the Italian government will collapse before its five-year term is up,histori suggest italian govern collaps five year term,1
4041,"Ben Wheatley, a screenwriter and director, wanted to work on a story that reflected the moment",ben wheatley screenwrit director want work stori reflect moment,1
4042,Africa’s high birth rate is keeping the continent poor,africa high birth rate keep contin poor,1
4043,Three authors ponder the extent of Western responsibility in the making—and breaking—of South Sudan,three author ponder extent western respons make break south sudan,1
4044,In 2019 the legal-cannabis market is expected to grow by 40%,legal cannabi market expect grow,1
4045,"The obstacles to decarbonising energy are not insurmountable, and overcoming them could bring economic benefits",obstacl decarbonis energi insurmount overcom could bring econom benefit,1
4046,"Prince Muhammad’s capricious policies, from the locking-up of wealthy Saudis to diplomatic feuds with Canada and Ge…",princ muhammad caprici polici lock wealthi saudi diplomat feud canada ge,1
4047,"Economic inequality has only ever been rectified by warfare, revolution, state collapse and plague, argues Walter S…",econom inequ ever rectifi warfar revolut state collaps plagu argu walter,1
4048,"“The Club” unpicks how the league became “a global sports business, and entertainment behemoth”",club unpick leagu becam global sport busi entertain behemoth,1
4049,“Turbulence” comprises 12 tales in which strangers’ lives glance off one another as they each take a flight,turbul compris tale stranger life glanc one anoth take flight,1
4050,"For the Nipah virus to spread, contact had to be intensive and direct. Lini, with her tireless nursing, provided ju…",nipah virus spread contact intens direct lini tireless nurs provid ju,1
4051,Spain needs to find a way to honour all its dead and to teach its children the lessons of its history,spain need find way honour dead teach child lesson histori,1
4052,"Armenia, an ancient and often misruled nation in a turbulent region, has a chance of democracy and renewal",armenia ancient often misrul nation turbul region chanc democraci renew,1
4053,"The legacy of ancient Greece, which is diverse in itself, has been subjected to an even wider range of historical r…",legaci ancient greec divers subject even wider rang histor r,1
4054,"Two of the three main islands that make up the Comoros have long feared subjugation by Grande Comore, the largest",two three main island make comoro long fear subjug grand comor largest,1
