,Unnamed: 0,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle,followers
387,387,3237.json,half-true,"Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.",education,michelle-rhee,Founder and CEO of Students First,,none,0,0,1,0,0,talking to Florida legislators.,MichelleRhee,76771.0
388,388,3695.json,barely-true,Polls show that Floridians dont want to repeal the Affordable Care Act.,"health-care,polls",joe-gibbons,State Representative,Florida,democrat,1,0,0,0,0,comments on the House floor,JoeGibbonsEEA,2117.0
389,389,5631.json,FALSE,Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.,health-care,steve-rothman,,,democrat,1,2,0,1,1,an interview on NJToday,steve02476,149.0
390,390,10691.json,TRUE,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",state-finances,mary-margaret-oliver,State Representative,Georgia,democrat,0,0,1,0,0,a House floor debate,mmo_mary,3233.0
391,391,9969.json,pants-fire,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,"crime,ethics",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,speaking to reporters,wendydavis,196205.0
392,392,9784.json,TRUE,On offshore drilling for energy,"energy,voting-record",mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,,MarkWarner,443560.0
395,395,5047.json,half-true,"Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.","crime,guns,legal-issues,public-safety",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a fundraising letter,davidcicilline,82461.0
398,398,6674.json,mostly-true,Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,education,herb-garrett,Executive Director of the Georgia School Superintendents Association,Georgia,none,0,0,0,1,0,a letter,cook_n_good,9.0
402,402,9382.json,half-true,"Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.",education,peter-shumlin,governor and chair of Democratic Governors Association,Vermont,democrat,0,0,1,0,0,MSNBC,GovPeterShumlin,21151.0
404,404,6517.json,half-true,I havent raised taxes in the time Ive been the governor of New Jersey.,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference,ChrisChristie,134939.0
406,406,88.json,pants-fire,I'm probably one of the four or five best-known Americans in the world.,candidates-biography,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a comment to reporters in London.,RudyGiuliani,296687.0
407,407,9606.json,barely-true,We are accepting more legal immigrants than we ever have in the history (of the United States.),immigration,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"a ""Meet the Press"" pundit panel",RickSantorum,289948.0
409,409,8910.json,half-true,Six people in Florida die as a result of (not expanding Medicaid) every day.,"health-care,medicaid,poverty",charlie-crist,,Florida,democrat,15,9,20,19,2,"an interview on MSNBC's ""The Daily Rundown.""",CharlieCrist,31928.0
411,411,8174.json,barely-true,Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.,"federal-budget,government-efficiency",karen-handel,,,republican,2,0,3,3,1,a website posting,karenhandel,17928.0
412,412,348.json,TRUE,"Hillary Clinton ""starts off with 47 percent of the country against her.""",elections,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a campaign rally in Alexandria, Va.",BarackObama,105967806.0
413,413,10141.json,FALSE,SaysRand Paulhas put out budgets to cut the military in half.,"federal-budget,military",adam-kinzinger,U.S. Representative,Illinois,republican,0,2,1,0,0,"comments on ABC's ""This Week""",RepKinzinger,49589.0
414,414,2569.json,half-true,Groups that receive foreign money are spending huge sums to influence American elections.,"campaign-finance,corporations,abc-news-week",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech,BarackObama,105967806.0
415,415,5803.json,TRUE,Says legislative cuts mean Texas is spending on average $500 less per student.,"education,state-budget",donna-howard,Texas House Representative,Texas,democrat,1,0,1,2,0,remarks at a Texas Capitol rally,DonnaHowardTX,15548.0
416,416,5345.json,half-true,"[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!",federal-budget,GaGOP,,,republican,2,1,1,0,0,a web post,GaRepublicans,17739.0
418,418,5970.json,mostly-true,Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,candidates-biography,john-bradley,Williamson County district attorney,Texas,republican,0,0,0,1,0,an op-ed in the Austin American-Statesman,johnbradleywest,88619.0
419,419,9666.json,FALSE,"The fundraising numbers are in, and our grassroots support is unmatched!","campaign-finance,elections",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,in a Facebook posting,GrothmanforWI,1368.0
420,420,4416.json,mostly-true,Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,"elections,labor",we-are-ohio,,Ohio,none,2,0,0,1,0,a campaign commercial,We_Are_Ohio,4637.0
421,421,3685.json,mostly-true,"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.","economy,jobs,pundits,abc-news-week",arianna-huffington,"Founder, The Huffington Post",,none,0,0,2,3,0,"a roundtable segment on ABC's ""This Week with Christiane Amanpour""",ariannahuff,2965910.0
423,423,685.json,barely-true,"Obama voted ""to cut off funding for our American troops on the battlefield.""",iraq,joe-lieberman,Senator,Connecticut,independent,1,1,0,2,0,"St. Paul, Minn.",JoeLieberman,31825.0
424,424,10562.json,mostly-true,"In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union.","corporations,labor,sports,unions,workers",jon-erpenbach,"State Senator, District 27",Wisconsin,democrat,3,0,0,1,0,a Facebook post,JonErpenbach,6346.0
425,425,9630.json,mostly-true,"The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.","foreign-policy,military",john-kerry,Secretary of State,Massachusetts,democrat,3,2,2,5,0,"comments on ""Fox News Sunday""",JohnKerry,3355239.0
426,426,67.json,half-true,Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.,taxes,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"a speech in Laconia, New Hampshire.",RudyGiuliani,296687.0
428,428,8677.json,barely-true,"Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need.","government-efficiency,state-budget,state-finances,transportation",kathleen-vinehout,,,democrat,1,1,1,1,0,a meeting,VinehoutK,3633.0
429,429,6209.json,half-true,"Says he passed eight measures, including ones to prevent groping at airport security checks and to bar sanctuary cities in Texas.","candidates-biography,homeland-security,immigration,legal-issues,transportation",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a speech to the Republican Party of Texas convention in Fort Worth.,DavidHDewhurst,12650.0
430,430,2837.json,FALSE,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,"economy,federal-budget,government-efficiency",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference,SpeakerBoehner,1404160.0
431,431,4589.json,FALSE,These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.,"health-care,new-hampshire-2012,abc-news-week",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a debate in New Hampshire,MicheleBachmann,251527.0
433,433,9169.json,TRUE,"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.","elections,history",joe-scarborough,Host of a morning show on MSNBC,,none,1,4,3,3,0,"comments on MSNBC's ""Morning Joe""",JoeNBC,2544670.0
435,435,549.json,mostly-true,"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",elections,ralph-nader,"Attorney, activist",Connecticut,independent,1,1,0,1,0,"an interview with ""Democracy Now!,"" an independent radio program",RalphNader,76806.0
436,436,10000.json,half-true,"Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem.","jobs,women",leticia-van-de-putte,Pharmacist,Texas,democrat,2,2,4,1,1,a debate in Austin,leticiavdp,30743.0
437,437,9409.json,half-true,"Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day.","health-care,veterans",david-scott,Congressman ,Georgia,democrat,0,0,2,1,0,WABE,repdavidscott,20537.0
438,438,10359.json,barely-true,"There have even been Republican congressmen who have said, If you give us more money we dont know where we would even put additional Border Patrol agents.",immigration,craig-melvin,NBC News correspondent and MSNBC host,,journalist,1,0,0,0,0,an MSNBC segment,craigmelvin,69061.0
439,439,5279.json,TRUE,"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.","jobs,trade",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union speech,BarackObama,105967806.0
440,440,13006.json,TRUE,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,"jobs,trade",john-plumb,Candidate for Congress,New York,democrat,0,0,0,0,0,an interview on Capital Tonight.,JohnFPlumb,603.0
442,442,5629.json,FALSE,New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.,health-care,tom-price,Congressman,Georgia,republican,1,2,5,3,0,a press release,pricetom,9688.0
445,445,8443.json,mostly-true,"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.","children,education,federal-budget,government-regulation",sondy-pope,State Representative,Wisconsin,democrat,0,1,1,1,0,a radio interview,RepSondy,1750.0
446,446,2806.json,FALSE,Social Security is indeed a Ponzi scheme.,social-security,rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview.,SecretaryPerry,88194.0
450,450,7847.json,mostly-true,"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.","education,immigration",carlos-curbelo,Miami-Dade school board member,Florida,republican,0,1,0,1,0,a Fox News interview,carloslcurbelo,21954.0
452,452,11264.json,TRUE,Trump proposed enacting the largest tax increase in American history.,"candidates-biography,taxes",jeb-bush,,Florida,republican,17,5,17,24,2,a fundraising email,JebBush,1421800.0
453,453,779.json,TRUE,"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.",federal-budget,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a debate in Nashville, Tenn.",BarackObama,105967806.0
454,454,12790.json,half-true,"Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters.",taxes,claudia-tenney,Assemblywoman,New York,republican,0,0,1,0,0,a press release.,claudiatenney,7969.0
456,456,8637.json,TRUE,We pay among the highest tolls in the nation for the privilege of crossing that bridge.,transportation,loretta-weinberg,State Senator,,democrat,1,2,0,1,0,an interview on the John Gambling radio program,SenatorLorettaW,8135.0
458,458,7148.json,barely-true,Says real estate taxes were put in place to pay for Obamacare.,"health-care,taxes",todd-hunter,Lawyer,Texas,republican,1,0,0,0,0,a Texas Tribune interview.,toddahunter,5784.0
459,459,5663.json,half-true,Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,jobs,tim-knopp,,,republican,0,0,1,1,0,campaign website,SenatorKnopp,1685.0
460,460,1398.json,FALSE,Says Kay Bailey Hutchison voted for sanctuary cities.,immigration,rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate.,SecretaryPerry,88194.0
461,461,6379.json,half-true,John Mica voted to borrow $10 trillion.,"debt,federal-budget,message-machine-2012,voting-record",sandy-adams,member of Congress,Florida,republican,0,0,1,0,0,a campaign mailer,pastor_sandy,1425.0
462,462,9374.json,barely-true,Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.,"labor,state-budget,workers",brett-hulsey,,,democrat,1,3,0,0,0,a letter,hulsey07,94.0
463,463,498.json,TRUE,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""","elections,ethics",barack-obama,President,Illinois,democrat,70,71,160,163,9,"Tampa, Fla.",BarackObama,105967807.0
465,465,11810.json,half-true,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.","congress,history,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a CNN town hall,HillaryClinton,24462726.0
466,466,2804.json,mostly-true,"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.","elections,history",mike-haridopolos,Florida Senate President,Florida,republican,0,3,1,1,0,a post-election interview.,MikeHaridopolos,6076.0
467,467,183.json,FALSE,John wasn't this raging populist four years ago when he ran for president.,job-accomplishments,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Chariton, Iowa",BarackObama,105967807.0
469,469,12697.json,FALSE,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,elections,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,"an interview on ""Meet the Press""",Reince,938458.0
472,472,4928.json,barely-true,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference,SpeakerBoehner,1404160.0
473,473,3098.json,pants-fire,"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah.",religion,victoria-taft,radio talk show host,Oregon,none,0,2,0,0,1,a website posting,VictoriaTaft,6256.0
475,475,5750.json,half-true,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,guns,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"an interview on ""Face the Nation""",JoeBiden,3550581.0
476,476,1930.json,FALSE,"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.","corporations,financial-regulation,market-regulation,abc-news-week,transportation",rahm-emanuel,Mayor of Chicago,Illinois,democrat,1,1,1,2,0,"an interview on ""This Week.""",RahmEmanuel,129016.0
477,477,8241.json,half-true,Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,"education,labor,state-budget,state-finances",frank-annunziato,Union leader,Rhode Island,labor-leader,0,0,1,0,0,a newspaper interview,cheech870000,8.0
479,479,2699.json,FALSE,"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.","campaign-finance,transparency",michael-steele,chairman of the Republican National Committee,Maryland,republican,0,1,1,0,2,"an interview on NBC's ""Meet the Press""",MichaelSteele,112271.0
481,481,11453.json,FALSE,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,campaign-finance,claire-mccaskill,U.S. Senator,Missouri,democrat,1,1,0,0,0,comments to HBO host Bill Maher,clairecmc,449102.0
483,483,5322.json,barely-true,"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",stimulus,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a victory speech in Las Vegas on Feb. 4, 2012",MittRomney,1980960.0
484,484,4832.json,pants-fire,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,"government-regulation,health-care,message-machine-2012,market-regulation",60-plus-association,,,none,2,0,0,0,1,a television commercial,60PlusAssoc,5471.0
485,485,12077.json,FALSE,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,county-budget,chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,an interview,ChrisAbeleMKE,5557.0
487,487,6158.json,TRUE,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,transportation,michael-doherty,,,republican,1,3,1,1,0,a news release,profmdoherty,1941.0
488,488,8819.json,mostly-true,"In the entire public school system in Camden last year, only three students graduated college ready.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,his “State of the State” address,ChrisChristie,134939.0
489,489,8141.json,TRUE,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",housing,ellen-rosenblum,,,democrat,1,0,0,0,0,an opinion article,ORDOJ,3851.0
490,490,1254.json,FALSE,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",crime,john-kline,U.S. Congressman,,republican,0,1,0,0,0,a press release,repjohnkline,8616.0
491,491,6873.json,barely-true,This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,"candidates-biography,economy,jobs,message-machine-2012,stimulus",american-crossroads,,,republican,5,5,4,0,0,a TV ad,AmericanXRoads,9800.0
492,492,5031.json,half-true,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,"corrections-and-updates,deficit",tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,in a debate,timkaine,990205.0
493,493,7976.json,half-true,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,immigration,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview,DWStweets,367388.0
494,494,4997.json,mostly-true,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,abortion,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a Republican presidential primary debate,MicheleBachmann,251527.0
496,496,675.json,half-true,"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.","federal-budget,transportation",sarah-palin,,Alaska,republican,9,19,9,6,6,"a speech at the Republican Nationention in St. Paul, Minn.",SarahPalinUSA,1515110.0
497,497,11583.json,mostly-true,The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,"state-budget,state-finances,transportation",jeff-morales,"CEO, California High-Speed Rail Authority",California,state-official,0,0,0,1,0,a press conference,jeffmorales,660.0
498,498,10374.json,TRUE,"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.","education,state-budget",virginia-education-association,,,none,0,0,0,0,0,a web post.,VEA4Kids,2110.0
502,502,6940.json,barely-true,"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.","children,gays-and-lesbians,health-care,sexuality",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,a news release,GrothmanforWI,1368.0
505,505,6279.json,half-true,"According to a national survey, transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009.",transportation,jeff-dickerson,,Georgia,none,0,0,1,0,0,an online debate,DickersonESPN,94327.0
509,509,13252.json,FALSE,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",taxes,chris-jacobs,Erie County Clerk,New York,republican,0,1,0,0,0,a campaign ad,ChrisJacobs,66689.0
510,510,10469.json,mostly-true,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,"congress,congressional-rules",phil-kerpen,President of American Commitment and columnist,"Washington, D.C.",republican,0,0,0,1,0,a tweet,kerpen,36594.0
511,511,11906.json,mostly-true,Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,"candidates-biography,criminal-justice,elections,legal-issues,campaign-advertising",joanne-kloppenburg,State Appeals Court judge,Wisconsin,none,2,1,0,2,1,a TV ad,joanne8553,0.0
512,512,7184.json,mostly-true,"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.","children,education,poverty",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a speech,SpeakerRyan,3647633.0
513,513,9652.json,barely-true,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,"health-care,supreme-court",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview with a Las Vegas news network,DWStweets,367388.0
516,516,3097.json,TRUE,Texas leads the nation in the percentage of residents without health insurance.,health-care,paul-krugman,New York Times columnist,,none,0,2,3,4,0,an op-ed column,paulkrugman,4528106.0
517,517,1762.json,FALSE,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,immigration,mike-pence,Governor,Indiana,republican,8,10,12,5,0,an interview on NBC's 'Meet the Press' ,mike_pence,3791878.0
518,518,4373.json,pants-fire,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,"education,state-budget,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a news release,ScottWalker,281971.0
520,520,6462.json,FALSE,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,"candidates-biography,taxes",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview on Fox News,DWStweets,367388.0
521,521,4479.json,half-true,"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",trade,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news conference,robportman,20319.0
522,522,1532.json,mostly-true,"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.","ethics,transparency",kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a radio ad,kaybaileyhutch,23407.0
523,523,6131.json,half-true,"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.","economy,jobs,message-machine-2012",american-crossroads,,,republican,5,5,4,0,0,a TV ad.,AmericanXRoads,9800.0
527,527,6903.json,pants-fire,Says Paul Ryans budget plan ends Medicare.,"federal-budget,health-care,medicare,message-machine-2012",rob-zerban,,,democrat,0,1,0,0,1,a TV ad,robzerban,5137.0
529,529,6308.json,TRUE,Says New Hampshire has the third-highest property tax in the country.,"corrections-and-updates,taxes",jackie-cilley,Marketing,New Hampshire,democrat,0,0,0,0,0,a statement during a candidates forum at Nashua City Hall,jackielcilley,1119.0
530,530,724.json,TRUE,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",taxes,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Elko, Nev.",BarackObama,105967804.0
532,532,11617.json,FALSE,59 percent of Americans today believe that Barack Obama is still a Muslim.,"candidates-biography,diversity,polls",arsalan-iftikhar,"Senior editor, Islamic Monthly magazine ","Washington, D.C.",none,0,1,0,0,0,"a roundtable discussion on NBC's ""Meet the Press""",TheMuslimGuy,60747.0
534,534,176.json,barely-true,"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",job-accomplishments,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"Washington, D.C.",RudyGiuliani,296687.0
535,535,5329.json,TRUE,A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,"education,tourism",marc-schare,Member of the Worthington Board of Education,Ohio,none,0,0,0,0,0,an Ohio House committee hearing ,marcschare,342.0
536,536,3469.json,FALSE,On whether the United States should intervene in Libya.,"foreign-policy,military",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,televised interviews,newtgingrich,2117890.0
538,538,2582.json,half-true,"John Kitzhaber created 128,000 new jobs while governor.","economy,job-accomplishments",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a campaign mailer,GovKitz,17235.0
539,539,7659.json,mostly-true,Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,"education,state-budget,state-finances,states",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a Senate Education Committee meeting.,wendydavis,196205.0
540,540,11073.json,barely-true,"Despite keeping distance from national media interviewers, I did local press all along, the last three months.","job-accomplishments,states",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview with CNN,HillaryClinton,24462727.0
541,541,8510.json,pants-fire,"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech to Organizing for Action,BarackObama,105967804.0
542,542,12045.json,mostly-true,"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",immigration,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a Democratic presidential debate in Miami,HillaryClinton,24462727.0
543,543,7942.json,pants-fire,"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.","economy,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,a TV interview,SenRickScott,242080.0
546,546,195.json,TRUE,"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent.",crime,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,an interview,MittRomney,1980960.0
547,547,1768.json,FALSE,"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""","agriculture,candidates-biography",adam-putnam,Florida Commissioner of Agriculture,Florida,republican,0,1,1,2,1,a campaign statement,adamputnam,30680.0
548,548,9196.json,TRUE,Americans spend 6.1 billion hours a year on tax preparation.,taxes,virginia-foxx,U.S. Representative,North Carolina,republican,0,0,0,1,1,in a comment on Twitter,virginiafoxx,24096.0
549,549,8957.json,mostly-true,The budget I managed at the Department of Education was more than $60 million.,"candidates-biography,education,federal-budget,job-accomplishments",clay-pell,Candidate for Rhode Island governor,Rhode Island,democrat,0,0,1,2,0,"an interview on WPRI-TV's ""Newsmakers.""",ClayPell,3352.0
550,550,13247.json,FALSE,"We are now, for the first time ever, energy independent.","energy,environment,gas-prices,trade",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,the second presidential debate,HillaryClinton,24462727.0
551,551,5659.json,TRUE,"Last year, Exxon pocketed nearly $4.7 million every hour.","corporations,energy",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech in the Rose Garden,BarackObama,105967804.0
554,554,5325.json,mostly-true,"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",education,bill-proctor,state representative,Florida ,republican,0,0,0,1,0,a newspaper article,billproctor314,606.0
555,555,4237.json,TRUE,Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,elections,kevin-dewine,Chairman of the Ohio Republican Party,Ohio,republican,1,0,0,1,0,a speech at a GOP dinner,KevinDeWine,4021.0
558,558,2540.json,FALSE,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,"crime,voting-record",erik-wallin,,Rhode Island,republican,0,1,0,0,0,a news release,dr_blackheart,174.0
559,559,4659.json,TRUE,On letting Occupy Atlanta protesters stay in Woodruff Park.,"occupy-wall-street,public-safety",kasim-reed,,,democrat,1,0,5,7,1,statements to the public,KasimReed,420272.0
560,560,13313.json,half-true,What I have put forward does not add a penny to the debt.,debt,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,in the third presidential debate.,HillaryClinton,24462727.0
563,563,2474.json,mostly-true,"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",economy,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,an appearance at The Plain Dealer,robportman,20319.0
565,565,3255.json,FALSE,Limiting labor negotiations to only wages is how it is for the most part in the private sector.,"labor,state-budget",alberta-darling,"State Senator, 8th District",Wisconsin,republican,1,1,2,1,1,an appearance on a TV interview program,SenDarling,5129.0
566,566,9876.json,barely-true,"Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls","health-care,message-machine-2014,women",cory-gardner,U.S. House of Representatives,Colorado,republican,4,1,0,0,0,a campaign ad,SenCoryGardner,115943.0
